LLPerWijk_Jaar,LLPerWijk_Brin,LLPerWijk_WijkNr,LLPerWijk_Onderbouw,LLPerWijk_Bovenbouw,LLPerWijk_Totaal,LLPerWijk_InvoerWie,LLPerWijk_InvoerWanneer
2009,26AC00,301,1,0,1,eneheuvel,26-09-11
2009,26AC00,303,1,0,1,eneheuvel,26-09-11
2009,26AC00,309,1,0,1,eneheuvel,26-09-11
2009,26AC00,311,0,3,3,eneheuvel,26-09-11
2009,26AC00,312,2,0,2,eneheuvel,26-09-11
2009,26AC00,401,0,1,1,eneheuvel,26-09-11
2009,26AC00,402,0,2,2,eneheuvel,26-09-11
2009,26AC00,403,2,1,3,eneheuvel,26-09-11
2009,26AC00,9999,2,3,5,eneheuvel,26-09-11
2009,26AD00,101,0,1,1,eneheuvel,26-09-11
2009,26AD00,206,1,0,1,eneheuvel,26-09-11
2009,26AD00,207,1,1,2,eneheuvel,26-09-11
2009,26AD00,208,3,1,4,eneheuvel,26-09-11
2009,26AD00,210,1,0,1,eneheuvel,26-09-11
2009,26AD00,212,0,1,1,eneheuvel,26-09-11
2009,26AD00,214,1,1,2,eneheuvel,26-09-11
2009,26AD00,216,0,2,2,eneheuvel,26-09-11
2009,26AD00,301,3,0,3,eneheuvel,26-09-11
2009,26AD00,302,95,60,155,eneheuvel,26-09-11
2009,26AD00,303,35,26,61,eneheuvel,26-09-11
2009,26AD00,304,2,1,3,eneheuvel,26-09-11
2009,26AD00,305,2,2,4,eneheuvel,26-09-11
2009,26AD00,306,0,2,2,eneheuvel,26-09-11
2009,26AD00,307,1,1,2,eneheuvel,26-09-11
2009,26AD00,308,2,1,3,eneheuvel,26-09-11
2009,26AD00,309,69,50,119,eneheuvel,26-09-11
2009,26AD00,310,20,10,30,eneheuvel,26-09-11
2009,26AD00,311,34,27,61,eneheuvel,26-09-11
2009,26AD00,312,9,10,19,eneheuvel,26-09-11
2009,26AD00,313,7,7,14,eneheuvel,26-09-11
2009,26AD00,502,0,1,1,eneheuvel,26-09-11
2009,26AD00,9999,0,2,2,eneheuvel,26-09-11
2009,26PD00,101,0,2,2,eneheuvel,26-09-11
2009,26PD00,104,2,0,2,eneheuvel,26-09-11
2009,26PD00,108,1,0,1,eneheuvel,26-09-11
2009,26PD00,204,1,2,3,eneheuvel,26-09-11
2009,26PD00,205,3,6,9,eneheuvel,26-09-11
2009,26PD00,207,128,156,284,eneheuvel,26-09-11
2009,26PD00,208,29,31,60,eneheuvel,26-09-11
2009,26PD00,211,0,1,1,eneheuvel,26-09-11
2009,26PD00,304,0,1,1,eneheuvel,26-09-11
2009,26PD00,308,1,0,1,eneheuvel,26-09-11
2009,26PD00,309,0,1,1,eneheuvel,26-09-11
2009,26PD00,502,2,2,4,eneheuvel,26-09-11
2009,26PD00,9999,0,4,4,eneheuvel,26-09-11
2009,26PE00,201,1,1,2,eneheuvel,26-09-11
2009,26PE00,202,1,0,1,eneheuvel,26-09-11
2009,26PE00,203,1,1,2,eneheuvel,26-09-11
2009,26PE00,208,1,0,1,eneheuvel,26-09-11
2009,26PE00,301,3,0,3,eneheuvel,26-09-11
2009,26PE00,302,239,250,489,eneheuvel,26-09-11
2009,26PE00,303,28,18,46,eneheuvel,26-09-11
2009,26PE00,304,0,1,1,eneheuvel,26-09-11
2009,26PE00,306,0,1,1,eneheuvel,26-09-11
2009,26PE00,307,1,0,1,eneheuvel,26-09-11
2009,26PE00,308,1,0,1,eneheuvel,26-09-11
2009,26PE00,309,3,2,5,eneheuvel,26-09-11
2009,26PE00,311,7,9,16,eneheuvel,26-09-11
2009,26PE00,312,3,4,7,eneheuvel,26-09-11
2009,26PE00,313,6,3,9,eneheuvel,26-09-11
2009,26PE00,9999,1,1,2,eneheuvel,26-09-11
2009,26PF00,103,1,0,1,eneheuvel,26-09-11
2009,26PF00,201,4,1,5,eneheuvel,26-09-11
2009,26PF00,202,3,4,7,eneheuvel,26-09-11
2009,26PF00,203,1,0,1,eneheuvel,26-09-11
2009,26PF00,206,1,2,3,eneheuvel,26-09-11
2009,26PF00,207,2,3,5,eneheuvel,26-09-11
2009,26PF00,209,6,1,7,eneheuvel,26-09-11
2009,26PF00,210,2,0,2,eneheuvel,26-09-11
2009,26PF00,211,6,9,15,eneheuvel,26-09-11
2009,26PF00,212,15,7,22,eneheuvel,26-09-11
2009,26PF00,213,8,2,10,eneheuvel,26-09-11
2009,26PF00,214,178,203,381,eneheuvel,26-09-11
2009,26PF00,216,2,1,3,eneheuvel,26-09-11
2009,26PF00,302,0,5,5,eneheuvel,26-09-11
2009,26PF00,305,0,1,1,eneheuvel,26-09-11
2009,26PF00,306,0,1,1,eneheuvel,26-09-11
2009,26PF00,307,1,0,1,eneheuvel,26-09-11
2009,26PF00,309,2,1,3,eneheuvel,26-09-11
2009,26PF00,312,1,0,1,eneheuvel,26-09-11
2009,26PF00,401,2,0,2,eneheuvel,26-09-11
2009,26PF00,403,0,1,1,eneheuvel,26-09-11
2009,26PF00,9999,6,6,12,eneheuvel,26-09-11
2009,26PG00,101,1,0,1,eneheuvel,26-09-11
2009,26PG00,103,0,1,1,eneheuvel,26-09-11
2009,26PG00,108,1,0,1,eneheuvel,26-09-11
2009,26PG00,207,0,1,1,eneheuvel,26-09-11
2009,26PG00,209,1,0,1,eneheuvel,26-09-11
2009,26PG00,210,1,0,1,eneheuvel,26-09-11
2009,26PG00,211,2,1,3,eneheuvel,26-09-11
2009,26PG00,212,0,1,1,eneheuvel,26-09-11
2009,26PG00,213,1,1,2,eneheuvel,26-09-11
2009,26PG00,214,48,70,118,eneheuvel,26-09-11
2009,26PG00,9999,2,2,4,eneheuvel,26-09-11
2009,26PH00,102,1,1,2,eneheuvel,26-09-11
2009,26PH00,203,1,0,1,eneheuvel,26-09-11
2009,26PH00,207,0,1,1,eneheuvel,26-09-11
2009,26PH00,208,0,1,1,eneheuvel,26-09-11
2009,26PH00,214,1,0,1,eneheuvel,26-09-11
2009,26PH00,216,1,3,4,eneheuvel,26-09-11
2009,26PH00,302,27,25,52,eneheuvel,26-09-11
2009,26PH00,303,5,9,14,eneheuvel,26-09-11
2009,26PH00,304,2,1,3,eneheuvel,26-09-11
2009,26PH00,305,2,2,4,eneheuvel,26-09-11
2009,26PH00,306,4,1,5,eneheuvel,26-09-11
2009,26PH00,307,2,1,3,eneheuvel,26-09-11
2009,26PH00,308,5,2,7,eneheuvel,26-09-11
2009,26PH00,309,39,40,79,eneheuvel,26-09-11
2009,26PH00,310,2,0,2,eneheuvel,26-09-11
2009,26PH00,311,224,210,434,eneheuvel,26-09-11
2009,26PH00,312,15,15,30,eneheuvel,26-09-11
2009,26PH00,313,7,5,12,eneheuvel,26-09-11
2009,26PH00,9999,3,1,4,eneheuvel,26-09-11
2009,26PW00,216,0,2,2,eneheuvel,26-09-11
2009,26PW00,302,23,36,59,eneheuvel,26-09-11
2009,26PW00,303,31,25,56,eneheuvel,26-09-11
2009,26PW00,308,3,4,7,eneheuvel,26-09-11
2009,26PW00,309,37,32,69,eneheuvel,26-09-11
2009,26PW00,310,10,8,18,eneheuvel,26-09-11
2009,26PW00,311,19,20,39,eneheuvel,26-09-11
2009,26PW00,312,4,3,7,eneheuvel,26-09-11
2009,26PW00,313,0,5,5,eneheuvel,26-09-11
2009,26PW00,9999,2,0,2,eneheuvel,26-09-11
2009,26ZZ00,104,0,1,1,eneheuvel,26-09-11
2009,26ZZ00,106,0,3,3,eneheuvel,26-09-11
2009,26ZZ00,201,1,1,2,eneheuvel,26-09-11
2009,26ZZ00,202,224,218,442,eneheuvel,26-09-11
2009,26ZZ00,203,15,13,28,eneheuvel,26-09-11
2009,26ZZ00,204,2,2,4,eneheuvel,26-09-11
2009,26ZZ00,205,0,1,1,eneheuvel,26-09-11
2009,26ZZ00,207,1,1,2,eneheuvel,26-09-11
2009,26ZZ00,208,1,2,3,eneheuvel,26-09-11
2009,26ZZ00,210,1,1,2,eneheuvel,26-09-11
2009,26ZZ00,211,1,0,1,eneheuvel,26-09-11
2009,26ZZ00,212,0,1,1,eneheuvel,26-09-11
2009,26ZZ00,216,1,1,2,eneheuvel,26-09-11
2009,26ZZ00,302,1,1,2,eneheuvel,26-09-11
2009,26ZZ00,309,0,2,2,eneheuvel,26-09-11
2009,26ZZ00,313,1,0,1,eneheuvel,26-09-11
2009,26ZZ00,502,1,3,4,eneheuvel,26-09-11
2009,26ZZ00,9999,0,1,1,eneheuvel,26-09-11
2009,27AA00,106,2,1,3,eneheuvel,26-09-11
2009,27AA00,201,2,0,2,eneheuvel,26-09-11
2009,27AA00,202,5,0,5,eneheuvel,26-09-11
2009,27AA00,203,4,7,11,eneheuvel,26-09-11
2009,27AA00,204,5,14,19,eneheuvel,26-09-11
2009,27AA00,205,4,3,7,eneheuvel,26-09-11
2009,27AA00,206,0,1,1,eneheuvel,26-09-11
2009,27AA00,207,90,68,158,eneheuvel,26-09-11
2009,27AA00,208,178,162,340,eneheuvel,26-09-11
2009,27AA00,209,1,0,1,eneheuvel,26-09-11
2009,27AA00,210,1,1,2,eneheuvel,26-09-11
2009,27AA00,211,0,3,3,eneheuvel,26-09-11
2009,27AA00,212,1,0,1,eneheuvel,26-09-11
2009,27AA00,214,1,1,2,eneheuvel,26-09-11
2009,27AA00,303,3,2,5,eneheuvel,26-09-11
2009,27AA00,305,0,1,1,eneheuvel,26-09-11
2009,27AA00,306,0,1,1,eneheuvel,26-09-11
2009,27AA00,307,2,3,5,eneheuvel,26-09-11
2009,27AA00,308,1,2,3,eneheuvel,26-09-11
2009,27AA00,312,1,1,2,eneheuvel,26-09-11
2009,27NU00,103,1,0,1,eneheuvel,26-09-11
2009,27NU00,104,1,0,1,eneheuvel,26-09-11
2009,27NU00,108,1,0,1,eneheuvel,26-09-11
2009,27NU00,201,1,0,1,eneheuvel,26-09-11
2009,27NU00,202,1,0,1,eneheuvel,26-09-11
2009,27NU00,203,2,7,9,eneheuvel,26-09-11
2009,27NU00,204,4,3,7,eneheuvel,26-09-11
2009,27NU00,205,2,1,3,eneheuvel,26-09-11
2009,27NU00,206,0,1,1,eneheuvel,26-09-11
2009,27NU00,207,33,16,49,eneheuvel,26-09-11
2009,27NU00,208,145,154,299,eneheuvel,26-09-11
2009,27NU00,209,1,0,1,eneheuvel,26-09-11
2009,27NU00,210,0,2,2,eneheuvel,26-09-11
2009,27NU00,211,1,0,1,eneheuvel,26-09-11
2009,27NU00,214,0,1,1,eneheuvel,26-09-11
2009,27NU00,216,1,0,1,eneheuvel,26-09-11
2009,27NU00,302,1,0,1,eneheuvel,26-09-11
2009,27NU00,304,1,0,1,eneheuvel,26-09-11
2009,27NU00,305,0,1,1,eneheuvel,26-09-11
2009,27NU00,311,0,1,1,eneheuvel,26-09-11
2009,27NU00,312,0,1,1,eneheuvel,26-09-11
2009,27NU00,401,1,0,1,eneheuvel,26-09-11
2009,27NU00,502,0,2,2,eneheuvel,26-09-11
2009,27NU00,9999,1,1,2,eneheuvel,26-09-11
2009,27UB00,104,1,0,1,eneheuvel,26-09-11
2009,27UB00,105,0,1,1,eneheuvel,26-09-11
2009,27UB00,201,1,0,1,eneheuvel,26-09-11
2009,27UB00,202,1,2,3,eneheuvel,26-09-11
2009,27UB00,203,6,4,10,eneheuvel,26-09-11
2009,27UB00,204,4,1,5,eneheuvel,26-09-11
2009,27UB00,205,0,2,2,eneheuvel,26-09-11
2009,27UB00,207,15,7,22,eneheuvel,26-09-11
2009,27UB00,208,187,112,299,eneheuvel,26-09-11
2009,27UB00,209,1,0,1,eneheuvel,26-09-11
2009,27UB00,212,1,0,1,eneheuvel,26-09-11
2009,27UB00,216,1,0,1,eneheuvel,26-09-11
2009,27UB00,302,0,1,1,eneheuvel,26-09-11
2009,27UB00,305,1,0,1,eneheuvel,26-09-11
2009,27UB00,306,0,3,3,eneheuvel,26-09-11
2009,27UB00,307,2,1,3,eneheuvel,26-09-11
2009,27UB00,308,0,1,1,eneheuvel,26-09-11
2009,27UB00,309,1,1,2,eneheuvel,26-09-11
2009,27UB00,311,1,0,1,eneheuvel,26-09-11
2009,27UB00,502,5,1,6,eneheuvel,26-09-11
2009,27UB00,9999,2,1,3,eneheuvel,26-09-11
2009,27XH00,201,1,0,1,eneheuvel,26-09-11
2009,27XH00,202,0,1,1,eneheuvel,26-09-11
2009,27XH00,203,1,0,1,eneheuvel,26-09-11
2009,27XH00,206,0,1,1,eneheuvel,26-09-11
2009,27XH00,209,3,1,4,eneheuvel,26-09-11
2009,27XH00,210,7,5,12,eneheuvel,26-09-11
2009,27XH00,212,2,4,6,eneheuvel,26-09-11
2009,27XH00,213,0,1,1,eneheuvel,26-09-11
2009,27XH00,214,4,1,5,eneheuvel,26-09-11
2009,27XH00,215,15,24,39,eneheuvel,26-09-11
2009,27XH00,216,118,87,205,eneheuvel,26-09-11
2009,27XH00,311,1,0,1,eneheuvel,26-09-11
2009,27XJ00,108,1,0,1,eneheuvel,26-09-11
2009,27XJ00,201,1,0,1,eneheuvel,26-09-11
2009,27XJ00,207,1,0,1,eneheuvel,26-09-11
2009,27XJ00,212,0,1,1,eneheuvel,26-09-11
2009,27XJ00,302,15,2,17,eneheuvel,26-09-11
2009,27XJ00,303,8,1,9,eneheuvel,26-09-11
2009,27XJ00,306,2,2,4,eneheuvel,26-09-11
2009,27XJ00,307,0,1,1,eneheuvel,26-09-11
2009,27XJ00,308,1,1,2,eneheuvel,26-09-11
2009,27XJ00,309,6,2,8,eneheuvel,26-09-11
2009,27XJ00,311,27,5,32,eneheuvel,26-09-11
2009,27XJ00,312,162,89,251,eneheuvel,26-09-11
2009,27XJ00,313,46,14,60,eneheuvel,26-09-11
2009,27XJ00,403,1,0,1,eneheuvel,26-09-11
2009,27XJ00,502,0,2,2,eneheuvel,26-09-11
2009,27XJ00,9999,0,2,2,eneheuvel,26-09-11
2009,27YN00,107,2,0,2,eneheuvel,26-09-11
2009,27YN00,109,1,0,1,eneheuvel,26-09-11
2009,27YN00,110,1,2,3,eneheuvel,26-09-11
2009,27YN00,202,1,1,2,eneheuvel,26-09-11
2009,27YN00,203,0,1,1,eneheuvel,26-09-11
2009,27YN00,206,1,1,2,eneheuvel,26-09-11
2009,27YN00,208,1,1,2,eneheuvel,26-09-11
2009,27YN00,209,1,0,1,eneheuvel,26-09-11
2009,27YN00,210,13,14,27,eneheuvel,26-09-11
2009,27YN00,211,4,4,8,eneheuvel,26-09-11
2009,27YN00,212,5,5,10,eneheuvel,26-09-11
2009,27YN00,213,2,0,2,eneheuvel,26-09-11
2009,27YN00,214,2,2,4,eneheuvel,26-09-11
2009,27YN00,215,4,5,9,eneheuvel,26-09-11
2009,27YN00,216,129,96,225,eneheuvel,26-09-11
2009,27YN00,302,0,2,2,eneheuvel,26-09-11
2009,27YN00,303,1,1,2,eneheuvel,26-09-11
2009,27YN00,304,0,3,3,eneheuvel,26-09-11
2009,27YN00,307,0,1,1,eneheuvel,26-09-11
2009,27YN00,308,0,1,1,eneheuvel,26-09-11
2009,27YN00,9999,1,0,1,eneheuvel,26-09-11
2009,28AM00,102,0,1,1,eneheuvel,26-09-11
2009,28AM00,103,2,1,3,eneheuvel,26-09-11
2009,28AM00,207,3,1,4,eneheuvel,26-09-11
2009,28AM00,208,0,2,2,eneheuvel,26-09-11
2009,28AM00,211,0,1,1,eneheuvel,26-09-11
2009,28AM00,214,0,1,1,eneheuvel,26-09-11
2009,28AM00,302,6,1,7,eneheuvel,26-09-11
2009,28AM00,305,1,0,1,eneheuvel,26-09-11
2009,28AM00,309,1,1,2,eneheuvel,26-09-11
2009,28AM00,311,26,2,28,eneheuvel,26-09-11
2009,28AM00,312,183,156,339,eneheuvel,26-09-11
2009,28AM00,313,6,5,11,eneheuvel,26-09-11
2009,28BR00,203,0,1,1,eneheuvel,26-09-11
2009,28BR00,208,0,1,1,eneheuvel,26-09-11
2009,28BR00,212,0,4,4,eneheuvel,26-09-11
2009,28BR00,213,1,0,1,eneheuvel,26-09-11
2009,28BR00,301,0,1,1,eneheuvel,26-09-11
2009,28BR00,302,3,5,8,eneheuvel,26-09-11
2009,28BR00,303,0,1,1,eneheuvel,26-09-11
2009,28BR00,304,0,1,1,eneheuvel,26-09-11
2009,28BR00,306,4,0,4,eneheuvel,26-09-11
2009,28BR00,307,0,1,1,eneheuvel,26-09-11
2009,28BR00,309,1,2,3,eneheuvel,26-09-11
2009,28BR00,311,9,10,19,eneheuvel,26-09-11
2009,28BR00,312,0,2,2,eneheuvel,26-09-11
2009,28BR00,9999,0,1,1,eneheuvel,26-09-11
2009,28DJ00,106,1,1,2,eneheuvel,26-09-11
2009,28DJ00,107,2,2,4,eneheuvel,26-09-11
2009,28DJ00,108,1,0,1,eneheuvel,26-09-11
2009,28DJ00,202,3,0,3,eneheuvel,26-09-11
2009,28DJ00,203,2,6,8,eneheuvel,26-09-11
2009,28DJ00,204,1,1,2,eneheuvel,26-09-11
2009,28DJ00,205,4,2,6,eneheuvel,26-09-11
2009,28DJ00,206,1,0,1,eneheuvel,26-09-11
2009,28DJ00,207,11,7,18,eneheuvel,26-09-11
2009,28DJ00,208,10,15,25,eneheuvel,26-09-11
2009,28DJ00,210,1,1,2,eneheuvel,26-09-11
2009,28DJ00,211,5,3,8,eneheuvel,26-09-11
2009,28DJ00,212,2,3,5,eneheuvel,26-09-11
2009,28DJ00,213,2,1,3,eneheuvel,26-09-11
2009,28DJ00,214,1,2,3,eneheuvel,26-09-11
2009,28DJ00,215,0,1,1,eneheuvel,26-09-11
2009,28DJ00,216,2,0,2,eneheuvel,26-09-11
2009,28DJ00,301,1,0,1,eneheuvel,26-09-11
2009,28DJ00,302,6,2,8,eneheuvel,26-09-11
2009,28DJ00,303,2,4,6,eneheuvel,26-09-11
2009,28DJ00,304,2,1,3,eneheuvel,26-09-11
2009,28DJ00,305,3,4,7,eneheuvel,26-09-11
2009,28DJ00,306,4,2,6,eneheuvel,26-09-11
2009,28DJ00,307,3,4,7,eneheuvel,26-09-11
2009,28DJ00,308,6,4,10,eneheuvel,26-09-11
2009,28DJ00,309,2,0,2,eneheuvel,26-09-11
2009,28DJ00,311,0,1,1,eneheuvel,26-09-11
2009,28DJ00,312,1,0,1,eneheuvel,26-09-11
2009,28DJ00,9999,1,0,1,eneheuvel,26-09-11
2009,29UB00,102,1,1,2,eneheuvel,26-09-11
2009,29UB00,107,1,1,2,eneheuvel,26-09-11
2009,29UB00,202,1,0,1,eneheuvel,26-09-11
2009,29UB00,203,1,0,1,eneheuvel,26-09-11
2009,29UB00,206,1,0,1,eneheuvel,26-09-11
2009,29UB00,207,0,1,1,eneheuvel,26-09-11
2009,29UB00,208,1,0,1,eneheuvel,26-09-11
2009,29UB00,209,0,1,1,eneheuvel,26-09-11
2009,29UB00,210,0,4,4,eneheuvel,26-09-11
2009,29UB00,211,1,2,3,eneheuvel,26-09-11
2009,29UB00,212,6,8,14,eneheuvel,26-09-11
2009,29UB00,213,1,2,3,eneheuvel,26-09-11
2009,29UB00,214,27,30,57,eneheuvel,26-09-11
2009,29UB00,216,1,0,1,eneheuvel,26-09-11
2009,29UB00,306,1,0,1,eneheuvel,26-09-11
2009,29UB00,309,1,0,1,eneheuvel,26-09-11
2009,29UB00,401,10,7,17,eneheuvel,26-09-11
2009,29UB00,402,29,15,44,eneheuvel,26-09-11
2009,29UB00,403,12,4,16,eneheuvel,26-09-11
2009,29UB00,9999,3,0,3,eneheuvel,26-09-11
2009,29UN00,207,1,2,3,eneheuvel,26-09-11
2009,29UN00,209,1,0,1,eneheuvel,26-09-11
2009,29UN00,211,0,1,1,eneheuvel,26-09-11
2009,29UN00,213,1,1,2,eneheuvel,26-09-11
2009,29UN00,301,2,2,4,eneheuvel,26-09-11
2009,29UN00,302,4,0,4,eneheuvel,26-09-11
2009,29UN00,304,2,3,5,eneheuvel,26-09-11
2009,29UN00,305,4,10,14,eneheuvel,26-09-11
2009,29UN00,306,2,3,5,eneheuvel,26-09-11
2009,29UN00,307,1,2,3,eneheuvel,26-09-11
2009,29UN00,308,3,2,5,eneheuvel,26-09-11
2009,29UN00,309,3,3,6,eneheuvel,26-09-11
2009,29UN00,310,1,0,1,eneheuvel,26-09-11
2009,29UN00,311,3,6,9,eneheuvel,26-09-11
2009,29UN00,312,2,2,4,eneheuvel,26-09-11
2009,29XC00,207,0,2,2,eneheuvel,26-09-11
2009,29XC00,213,1,1,2,eneheuvel,26-09-11
2009,29XC00,402,1,1,2,eneheuvel,26-09-11
2009,29XC00,403,0,1,1,eneheuvel,26-09-11
2009,29XT00,104,1,0,1,eneheuvel,26-09-11
2009,29XT00,203,1,0,1,eneheuvel,26-09-11
2009,29XT00,212,1,2,3,eneheuvel,26-09-11
2009,29XT00,214,9,1,10,eneheuvel,26-09-11
2009,29XT00,302,1,0,1,eneheuvel,26-09-11
2009,29XT00,304,2,1,3,eneheuvel,26-09-11
2009,29XT00,311,2,0,2,eneheuvel,26-09-11
2009,29XT00,313,2,1,3,eneheuvel,26-09-11
2009,29XT00,401,12,7,19,eneheuvel,26-09-11
2009,29XT00,402,4,1,5,eneheuvel,26-09-11
2009,29XT00,9999,2,0,2,eneheuvel,26-09-11
2009,29XU00,203,0,2,2,eneheuvel,26-09-11
2009,29XU00,216,0,1,1,eneheuvel,26-09-11
2009,29XU00,302,0,1,1,eneheuvel,26-09-11
2009,29XU00,401,9,4,13,eneheuvel,26-09-11
2009,29XU00,402,1,3,4,eneheuvel,26-09-11
2009,29XU00,9999,1,0,1,eneheuvel,26-09-11
2009,29XX00,202,1,1,2,eneheuvel,26-09-11
2009,29XX00,203,1,1,2,eneheuvel,26-09-11
2009,29XX00,205,0,1,1,eneheuvel,26-09-11
2009,29XX00,206,0,1,1,eneheuvel,26-09-11
2009,29XX00,207,1,4,5,eneheuvel,26-09-11
2009,29XX00,208,1,3,4,eneheuvel,26-09-11
2009,29XX00,209,1,2,3,eneheuvel,26-09-11
2009,29XX00,210,5,3,8,eneheuvel,26-09-11
2009,29XX00,211,1,0,1,eneheuvel,26-09-11
2009,29XX00,212,8,1,9,eneheuvel,26-09-11
2009,29XX00,213,0,1,1,eneheuvel,26-09-11
2009,29XX00,214,8,9,17,eneheuvel,26-09-11
2009,29XX00,216,1,2,3,eneheuvel,26-09-11
2009,29XX00,302,5,5,10,eneheuvel,26-09-11
2009,29XX00,303,0,1,1,eneheuvel,26-09-11
2009,29XX00,305,2,0,2,eneheuvel,26-09-11
2009,29XX00,307,1,1,2,eneheuvel,26-09-11
2009,29XX00,309,1,0,1,eneheuvel,26-09-11
2009,29XX00,311,4,5,9,eneheuvel,26-09-11
2009,29XX00,312,2,0,2,eneheuvel,26-09-11
2009,29XX00,313,0,2,2,eneheuvel,26-09-11
2009,29XX00,9999,0,1,1,eneheuvel,26-09-11
2009,30AJ00,107,0,1,1,eneheuvel,26-09-11
2009,30AJ00,203,0,2,2,eneheuvel,26-09-11
2009,30AJ00,402,6,4,10,eneheuvel,26-09-11
2009,30AJ00,9999,1,2,3,eneheuvel,26-09-11
2010,06RM00,102,2,3,5,eneheuvel,26-09-11
2010,06RM00,103,1,4,5,eneheuvel,26-09-11
2010,06RM00,104,1,2,3,eneheuvel,26-09-11
2010,06RM00,105,0,1,1,eneheuvel,26-09-11
2010,06RM00,106,0,1,1,eneheuvel,26-09-11
2010,06RM00,107,2,0,2,eneheuvel,26-09-11
2010,06RM00,201,1,0,1,eneheuvel,26-09-11
2010,06RM00,202,12,3,15,eneheuvel,26-09-11
2010,06RM00,204,2,4,6,eneheuvel,26-09-11
2010,06RM00,206,2,2,4,eneheuvel,26-09-11
2010,06RM00,207,5,3,8,eneheuvel,26-09-11
2010,06RM00,208,2,1,3,eneheuvel,26-09-11
2010,06RM00,209,2,0,2,eneheuvel,26-09-11
2010,06RM00,210,7,10,17,eneheuvel,26-09-11
2010,06RM00,211,5,7,12,eneheuvel,26-09-11
2010,06RM00,212,17,25,42,eneheuvel,26-09-11
2010,06RM00,213,5,6,11,eneheuvel,26-09-11
2010,06RM00,214,12,8,20,eneheuvel,26-09-11
2010,06RM00,215,0,3,3,eneheuvel,26-09-11
2010,06RM00,216,6,8,14,eneheuvel,26-09-11
2010,06RM00,302,4,3,7,eneheuvel,26-09-11
2010,06RM00,303,5,2,7,eneheuvel,26-09-11
2010,06RM00,304,1,1,2,eneheuvel,26-09-11
2010,06RM00,305,0,1,1,eneheuvel,26-09-11
2010,06RM00,307,0,1,1,eneheuvel,26-09-11
2010,06RM00,308,2,0,2,eneheuvel,26-09-11
2010,06RM00,309,1,2,3,eneheuvel,26-09-11
2010,06RM00,311,2,1,3,eneheuvel,26-09-11
2010,06RM00,312,1,4,5,eneheuvel,26-09-11
2010,06RM00,313,1,0,1,eneheuvel,26-09-11
2010,06RM00,402,0,1,1,eneheuvel,26-09-11
2010,06RM00,502,2,5,7,eneheuvel,26-09-11
2010,06RM00,9999,0,5,5,eneheuvel,26-09-11
2010,12HU00,102,0,1,1,eneheuvel,26-09-11
2010,12HU00,103,1,2,3,eneheuvel,26-09-11
2010,12HU00,201,4,2,6,eneheuvel,26-09-11
2010,12HU00,202,1,1,2,eneheuvel,26-09-11
2010,12HU00,203,1,0,1,eneheuvel,26-09-11
2010,12HU00,209,6,2,8,eneheuvel,26-09-11
2010,12HU00,210,1,2,3,eneheuvel,26-09-11
2010,12HU00,211,33,35,68,eneheuvel,26-09-11
2010,12HU00,213,1,0,1,eneheuvel,26-09-11
2010,12HU00,307,0,1,1,eneheuvel,26-09-11
2010,12HU00,312,1,0,1,eneheuvel,26-09-11
2010,12HU00,401,1,1,2,eneheuvel,26-09-11
2010,12HU00,9999,1,2,3,eneheuvel,26-09-11
2010,12PM00,101,6,6,12,eneheuvel,26-09-11
2010,12PM00,102,14,8,22,eneheuvel,26-09-11
2010,12PM00,103,35,27,62,eneheuvel,26-09-11
2010,12PM00,104,4,2,6,eneheuvel,26-09-11
2010,12PM00,105,0,1,1,eneheuvel,26-09-11
2010,12PM00,106,2,3,5,eneheuvel,26-09-11
2010,12PM00,107,14,14,28,eneheuvel,26-09-11
2010,12PM00,108,22,15,37,eneheuvel,26-09-11
2010,12PM00,109,4,8,12,eneheuvel,26-09-11
2010,12PM00,201,1,0,1,eneheuvel,26-09-11
2010,12PM00,207,0,1,1,eneheuvel,26-09-11
2010,12PM00,212,0,2,2,eneheuvel,26-09-11
2010,12PM00,214,1,0,1,eneheuvel,26-09-11
2010,12PM00,303,1,1,2,eneheuvel,26-09-11
2010,12PM00,311,1,1,2,eneheuvel,26-09-11
2010,12PM00,9999,1,1,2,eneheuvel,26-09-11
2010,12QK00,105,0,1,1,eneheuvel,26-09-11
2010,12QK00,202,1,0,1,eneheuvel,26-09-11
2010,12QK00,203,1,0,1,eneheuvel,26-09-11
2010,12QK00,206,91,102,193,eneheuvel,26-09-11
2010,12QK00,207,1,1,2,eneheuvel,26-09-11
2010,12QK00,208,2,1,3,eneheuvel,26-09-11
2010,12QK00,209,3,3,6,eneheuvel,26-09-11
2010,12QK00,210,9,9,18,eneheuvel,26-09-11
2010,12QK00,211,0,1,1,eneheuvel,26-09-11
2010,12QK00,214,2,1,3,eneheuvel,26-09-11
2010,12QK00,215,0,5,5,eneheuvel,26-09-11
2010,12QK00,302,0,1,1,eneheuvel,26-09-11
2010,12QK00,303,3,1,4,eneheuvel,26-09-11
2010,12QK00,306,2,0,2,eneheuvel,26-09-11
2010,12QK00,309,1,0,1,eneheuvel,26-09-11
2010,12QK00,312,0,1,1,eneheuvel,26-09-11
2010,12QK00,9999,2,0,2,eneheuvel,26-09-11
2010,12XA00,201,0,1,1,eneheuvel,26-09-11
2010,12XA00,206,0,1,1,eneheuvel,26-09-11
2010,12XA00,208,0,1,1,eneheuvel,26-09-11
2010,12XA00,211,37,47,84,eneheuvel,26-09-11
