DatumExport;BrinVest;EsisIdentificatienummer;Vormingsgebied;Toets;Toetsversie;Schooljaar;Afnamedatum;Leerjaar;Afnamemoment;DL;Ruwescore;Vaardigheidsscore;DLE;AE;IV;Norm
03-04-2013;13NU00;135947107;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;30;43;7;E;V;
03-04-2013;13NU00;135947107;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;10;34;9;E;V;
03-04-2013;13NU00;135947107;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 1;2012-2013;23-01-2013;5;M5;25;30;122;21;D;IV;
03-04-2013;13NU00;135947107;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;5;;25;5;;25;;;
03-04-2013;13NU00;135947107;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1*;2012-2013;22-01-2013;5;M5;25;76;66;21;C;IV;
03-04-2013;13NU00;135947107;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1+2+3;2012-2013;22-01-2013;5;M5;25;189;63;19;C;IV;
03-04-2013;13NU00;135947107;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 2*;2012-2013;22-01-2013;5;M5;25;63;62;19;C;IV;
03-04-2013;13NU00;135947107;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;5;M5;25;50;59;18;C;IV;
03-04-2013;13NU00;135947110;Begr. lezen;CITO Begrijpend lezen;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;30;33;35;C;III;
03-04-2013;13NU00;135947110;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M6 - Totaal;2012-2013;22-01-2013;6;M6;35;76;92;42;A;II;
03-04-2013;13NU00;135947110;Spelling;CITO Spelling;LOVS M6 - Start + Vervolg 2;2012-2013;22-01-2013;6;M6;35;59;150;;A;I;
03-04-2013;13NU00;135947110;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;6;;35;11;;55;;;
03-04-2013;13NU00;135947110;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 3;2012-2013;17-01-2013;6;M6;35;87;95;49;A;I;
03-04-2013;13NU00;135947113;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 1;2012-2013;23-01-2013;5;M5;25;22;5;13;D;V;
03-04-2013;13NU00;135947113;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;49;62;24;C;III;
03-04-2013;13NU00;135947113;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;32;62;22;C;IV;
03-04-2013;13NU00;135947113;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;22-01-2013;5;M5;25;38;129;29;B;II;
03-04-2013;13NU00;135947113;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;5;;25;8;;40;;;
03-04-2013;13NU00;135947113;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;17-01-2013;5;M5;25;74;83;36;A;II;
03-04-2013;13NU00;135947116;Begr. lezen;CITO Begrijpend lezen;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;28;30;32;C;III;
03-04-2013;13NU00;135947116;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M6 - Totaal;2012-2013;24-01-2013;6;M6;35;70;87;40;B;II;
03-04-2013;13NU00;135947116;Spelling;CITO Spelling;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;51;137;39;B;II;
03-04-2013;13NU00;135947116;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;31-01-2013;6;;35;11;;55;;;
03-04-2013;13NU00;135947116;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 3;2012-2013;31-01-2013;6;M6;35;92;99;;A;I;
03-04-2013;13NU00;135947122;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 2;2012-2013;24-01-2013;5;M5;25;39;39;40;A;I;
03-04-2013;13NU00;135947122;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;57;72;34;B;II;
03-04-2013;13NU00;135947122;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;37;67;24;C;III;
03-04-2013;13NU00;135947122;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 1;2012-2013;23-01-2013;5;M5;25;37;125;24;C;III;
03-04-2013;13NU00;135947122;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;5;;25;5;;25;;;
03-04-2013;13NU00;135947122;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1*;2012-2013;22-01-2013;5;M5;25;72;63;19;C;IV;
03-04-2013;13NU00;135947122;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1+2+3;2012-2013;22-01-2013;5;M5;25;177;59;17;D;IV;
03-04-2013;13NU00;135947122;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 2*;2012-2013;22-01-2013;5;M5;25;59;58;17;D;IV;
03-04-2013;13NU00;135947122;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;5;M5;25;46;54;17;D;V;
03-04-2013;13NU00;135947125;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;41;47;50;B;III;
03-04-2013;13NU00;135947125;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;61;96;45;C;III;
03-04-2013;13NU00;135947125;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;50;141;52;B;II;
03-04-2013;13NU00;135947125;Spelling;PI-Dictee;1999 M7 - Dictee;2012-2013;17-02-2013;7;M7;46;125;;60;A;;
03-04-2013;13NU00;135947125;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;7;;46;11;;55;;;
03-04-2013;13NU00;135947125;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;22-01-2013;7;M7;45;98;104;;A;I;
03-04-2013;13NU00;135947128;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 2;2012-2013;23-01-2013;5;M5;25;28;22;25;C;III;
03-04-2013;13NU00;135947128;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;54;68;30;B;II;
03-04-2013;13NU00;135947128;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;30;60;21;C;IV;
03-04-2013;13NU00;135947128;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;22-01-2013;5;M5;25;42;132;33;A;I;
03-04-2013;13NU00;135947128;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;5;;25;11;;55;;;
03-04-2013;13NU00;135947128;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;17-01-2013;5;M5;25;76;85;37;A;I;
03-04-2013;13NU00;135947148;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;8;;56;11;;55;B;;
03-04-2013;13NU00;135947148;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M8 - Kaart 3;2012-2013;04-02-2013;8;M8;56;90;97;;B;III;
03-04-2013;13NU00;135947150;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 2;2012-2013;24-01-2013;5;M5;25;25;18;23;C;IV;
03-04-2013;13NU00;135947150;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;40;53;15;D;IV;
03-04-2013;13NU00;135947150;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;41;71;27;B;III;
03-04-2013;13NU00;135947150;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 1;2012-2013;23-01-2013;5;M5;25;33;123;22;C;IV;
03-04-2013;13NU00;135947150;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;5;;25;5;;25;;;
03-04-2013;13NU00;135947150;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1*;2012-2013;22-01-2013;5;M5;25;68;59;17;D;IV;
03-04-2013;13NU00;135947150;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1+2+3;2012-2013;22-01-2013;5;M5;25;163;54;15;D;V;
03-04-2013;13NU00;135947150;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 2*;2012-2013;22-01-2013;5;M5;25;53;52;14;D;V;
03-04-2013;13NU00;135947150;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;5;M5;25;42;49;15;D;V;
03-04-2013;13NU00;135947153;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 1;2012-2013;24-01-2013;5;M5;25;30;15;21;C;IV;
03-04-2013;13NU00;135947153;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;58;74;35;A;II;
03-04-2013;13NU00;135947153;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;36;66;24;C;III;
03-04-2013;13NU00;135947153;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 1;2012-2013;23-01-2013;5;M5;25;37;125;24;C;III;
03-04-2013;13NU00;135947153;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;5;;25;6;;30;;;
03-04-2013;13NU00;135947153;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1*;2012-2013;22-01-2013;5;M5;25;79;69;22;C;III;
03-04-2013;13NU00;135947153;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1+2+3;2012-2013;22-01-2013;5;M5;25;205;68;22;C;III;
03-04-2013;13NU00;135947153;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 2*;2012-2013;22-01-2013;5;M5;25;74;73;25;C;III;
03-04-2013;13NU00;135947153;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;5;M5;25;52;61;19;C;IV;
03-04-2013;13NU00;135947176;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;24-01-2013;4;M4;15;38;18;23;B;II;
03-04-2013;13NU00;135947176;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;38;47;10;C;IV;
03-04-2013;13NU00;135947176;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;28;38;11;C;IV;
03-04-2013;13NU00;135947176;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;22-01-2013;4;M4;15;47;128;28;A;I;
03-04-2013;13NU00;135947176;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;24-01-2013;4;;15;6;;30;;;
03-04-2013;13NU00;135947176;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;17-01-2013;4;M4;15;98;85;38;A;I;
03-04-2013;13NU00;135947176;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;17-01-2013;4;M4;15;233;77;29;A;I;
03-04-2013;13NU00;135947176;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;17-01-2013;4;M4;15;82;81;33;A;I;
03-04-2013;13NU00;135947176;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;17-01-2013;4;M4;15;53;62;20;A;II;
03-04-2013;13NU00;135947181;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 1;2012-2013;24-01-2013;5;M5;25;26;10;16;D;V;
03-04-2013;13NU00;135947181;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;35;48;10;D;V;
03-04-2013;13NU00;135947181;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;33;63;23;C;IV;
03-04-2013;13NU00;135947181;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;23-01-2013;5;M5;25;36;128;27;B;II;
03-04-2013;13NU00;135947181;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;5;;25;6;;30;;;
03-04-2013;13NU00;135947181;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1*;2012-2013;22-01-2013;5;M5;25;77;67;21;C;IV;
03-04-2013;13NU00;135947181;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1+2+3;2012-2013;22-01-2013;5;M5;25;188;62;19;C;IV;
03-04-2013;13NU00;135947181;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 2*;2012-2013;22-01-2013;5;M5;25;67;66;21;C;IV;
03-04-2013;13NU00;135947181;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;5;M5;25;44;52;16;D;V;
03-04-2013;13NU00;135947190;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 1;2012-2013;23-01-2013;5;M5;25;31;16;22;C;IV;
03-04-2013;13NU00;135947190;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;49;62;24;C;III;
03-04-2013;13NU00;135947190;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;28;58;20;D;IV;
03-04-2013;13NU00;135947190;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;22-01-2013;5;M5;25;40;131;30;A;II;
03-04-2013;13NU00;135947190;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;5;;25;6;;30;;;
03-04-2013;13NU00;135947190;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1*;2012-2013;17-01-2013;5;M5;25;84;73;25;B;III;
03-04-2013;13NU00;135947190;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1+2+3;2012-2013;17-01-2013;5;M5;25;217;72;24;C;III;
03-04-2013;13NU00;135947190;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 2*;2012-2013;17-01-2013;5;M5;25;75;74;26;B;III;
03-04-2013;13NU00;135947190;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;17-01-2013;5;M5;25;58;68;23;C;III;
03-04-2013;13NU00;135947200;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 1;2012-2013;23-01-2013;5;M5;25;31;16;22;C;IV;
03-04-2013;13NU00;135947200;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;43;56;17;C;IV;
03-04-2013;13NU00;135947200;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;32;62;22;C;IV;
03-04-2013;13NU00;135947200;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;22-01-2013;5;M5;25;42;132;33;A;I;
03-04-2013;13NU00;135947200;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;5;;25;9;;45;;;
03-04-2013;13NU00;135947200;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;17-01-2013;5;M5;25;76;85;37;A;I;
03-04-2013;13NU00;135947205;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 2;2012-2013;24-01-2013;5;M5;25;24;17;22;C;IV;
03-04-2013;13NU00;135947205;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;45;58;19;C;IV;
03-04-2013;13NU00;135947205;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;32;62;22;C;IV;
03-04-2013;13NU00;135947205;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;23-01-2013;5;M5;25;41;131;31;A;I;
03-04-2013;13NU00;135947205;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;5;;25;7;;35;;;
03-04-2013;13NU00;135947205;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;5;M5;25;67;77;29;B;II;
03-04-2013;13NU00;135947219;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 1;2012-2013;24-01-2013;5;M5;25;24;7;14;D;V;
03-04-2013;13NU00;135947219;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;32;45;9;D;V;
03-04-2013;13NU00;135947219;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;22;51;17;D;V;
03-04-2013;13NU00;135947219;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;23-01-2013;5;M5;25;33;126;25;B;III;
03-04-2013;13NU00;135947219;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;5;;25;5;;25;;;
03-04-2013;13NU00;135947219;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1*;2012-2013;22-01-2013;5;M5;25;75;65;20;C;IV;
03-04-2013;13NU00;135947219;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1+2+3;2012-2013;22-01-2013;5;M5;25;175;58;17;D;IV;
03-04-2013;13NU00;135947219;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 2*;2012-2013;22-01-2013;5;M5;25;57;56;16;D;IV;
03-04-2013;13NU00;135947219;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;5;M5;25;43;50;16;D;V;
03-04-2013;13NU00;135947223;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 1;2012-2013;29-01-2013;4;M4;15;22;-9;;D;V;
03-04-2013;13NU00;135947223;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;29-01-2013;4;M4;15;37;45;9;C;IV;
03-04-2013;13NU00;135947223;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;26;36;10;D;IV;
03-04-2013;13NU00;135947223;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 1;2012-2013;22-01-2013;4;M4;15;40;117;14;C;IV;
03-04-2013;13NU00;135947223;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;22-01-2013;4;;15;2;;10;;;
03-04-2013;13NU00;135947223;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;23-01-2013;4;M4;15;42;37;10;D;V;
03-04-2013;13NU00;135947223;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;23-01-2013;4;M4;15;82;27;7;D;V;
03-04-2013;13NU00;135947223;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;23-01-2013;4;M4;15;24;24;6;E;V;
03-04-2013;13NU00;135947223;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;23-01-2013;4;M4;15;16;19;8;E;V;
03-04-2013;13NU00;135947229;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 1;2012-2013;24-01-2013;5;M5;25;17;-2;10;E;V;
03-04-2013;13NU00;135947229;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;32;45;9;D;V;
03-04-2013;13NU00;135947229;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;43;74;29;B;II;
03-04-2013;13NU00;135947229;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;23-01-2013;5;M5;25;30;125;24;C;III;
03-04-2013;13NU00;135947229;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;5;;25;5;;25;;;
03-04-2013;13NU00;135947229;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1*;2012-2013;22-01-2013;5;M5;25;66;57;17;D;V;
03-04-2013;13NU00;135947229;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1+2+3;2012-2013;22-01-2013;5;M5;25;150;50;14;D;V;
03-04-2013;13NU00;135947229;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 2*;2012-2013;22-01-2013;5;M5;25;53;52;14;D;V;
03-04-2013;13NU00;135947229;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;5;M5;25;31;36;12;E;V;
03-04-2013;13NU00;135947233;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 2;2012-2013;24-01-2013;5;M5;25;28;22;25;C;III;
03-04-2013;13NU00;135947233;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;61;80;41;A;I;
03-04-2013;13NU00;135947233;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;31;61;22;C;IV;
03-04-2013;13NU00;135947233;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;23-01-2013;5;M5;25;43;133;34;A;I;
03-04-2013;13NU00;135947233;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;5;;25;7;;35;;;
03-04-2013;13NU00;135947233;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;5;M5;25;67;77;29;B;II;
03-04-2013;13NU00;135947235;Begr. lezen;CITO Begrijpend lezen;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;27;28;31;C;IV;
03-04-2013;13NU00;135947235;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M6 - Totaal;2012-2013;22-01-2013;6;M6;35;74;90;41;B;II;
03-04-2013;13NU00;135947235;Spelling;CITO Spelling;LOVS M6 - Start + Vervolg 2;2012-2013;22-01-2013;6;M6;35;46;133;34;C;III;
03-04-2013;13NU00;135947235;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;6;;35;7;;35;;;
03-04-2013;13NU00;135947235;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 1*;2012-2013;17-01-2013;6;M6;35;106;92;47;A;II;
03-04-2013;13NU00;135947235;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 1+2+3;2012-2013;17-01-2013;6;M6;35;272;90;45;B;II;
03-04-2013;13NU00;135947235;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 2*;2012-2013;17-01-2013;6;M6;35;95;94;48;A;I;
03-04-2013;13NU00;135947235;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 3;2012-2013;17-01-2013;6;M6;35;71;80;33;C;III;
03-04-2013;13NU00;135947251;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 2;2012-2013;24-01-2013;5;M5;25;26;19;23;C;III;
03-04-2013;13NU00;135947251;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;38;51;13;D;IV;
03-04-2013;13NU00;135947251;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;37;67;24;C;III;
03-04-2013;13NU00;135947251;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;23-01-2013;5;M5;25;36;128;27;B;II;
03-04-2013;13NU00;135947251;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;5;;25;6;;30;;;
03-04-2013;13NU00;135947251;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;5;M5;25;64;74;27;B;III;
03-04-2013;13NU00;135947253;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 2;2012-2013;23-01-2013;5;M5;25;33;29;31;B;II;
03-04-2013;13NU00;135947253;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;52;65;28;B;III;
03-04-2013;13NU00;135947253;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;41;71;27;B;III;
03-04-2013;13NU00;135947253;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;22-01-2013;5;M5;25;48;141;52;A;I;
03-04-2013;13NU00;135947253;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;5;;25;11;;55;;;
03-04-2013;13NU00;135947253;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;17-01-2013;5;M5;25;88;96;52;A;I;
03-04-2013;13NU00;135947256;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 1;2012-2013;23-01-2013;5;M5;25;32;18;22;C;IV;
03-04-2013;13NU00;135947256;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;43;56;17;C;IV;
03-04-2013;13NU00;135947256;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;43;74;29;B;II;
03-04-2013;13NU00;135947256;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 1;2012-2013;22-01-2013;5;M5;25;38;126;25;C;III;
03-04-2013;13NU00;135947256;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;5;;25;6;;30;;;
03-04-2013;13NU00;135947256;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;17-01-2013;5;M5;25;64;74;27;B;III;
03-04-2013;13NU00;135947260;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 2;2012-2013;29-01-2013;4;M4;15;29;5;13;C;IV;
