LLPerWijk_ID,LLPerWijk_Jaar,LLPerWijk_Brin,LLPerWijk_WijkNr,LLPerWijk_Onderbouw,LLPerWijk_Bovenbouw,LLPerWijk_Totaal,LLPerWijk_InvoerWie,LLPerWijk_InvoerWanneer
201017LP00207,2010,17LP00,207,1,0,1,eneheuvel,26-09-11
201017LP00210,2010,17LP00,210,1,0,1,eneheuvel,26-09-11
201017LP00212,2010,17LP00,212,0,1,1,eneheuvel,26-09-11
201017LP00301,2010,17LP00,301,0,1,1,eneheuvel,26-09-11
201017LP00303,2010,17LP00,303,1,0,1,eneheuvel,26-09-11
201017LP00304,2010,17LP00,304,1,0,1,eneheuvel,26-09-11
201017LP00305,2010,17LP00,305,57,53,110,eneheuvel,26-09-11
201017LP00306,2010,17LP00,306,8,4,12,eneheuvel,26-09-11
201017LP00309,2010,17LP00,309,1,1,2,eneheuvel,26-09-11
201017LP00310,2010,17LP00,310,0,1,1,eneheuvel,26-09-11
201017LP00312,2010,17LP00,312,2,0,2,eneheuvel,26-09-11
201017MH00202,2010,17MH00,202,1,2,3,eneheuvel,26-09-11
201017MH00203,2010,17MH00,203,0,1,1,eneheuvel,26-09-11
201017MH00205,2010,17MH00,205,0,1,1,eneheuvel,26-09-11
201017MH00206,2010,17MH00,206,0,1,1,eneheuvel,26-09-11
201017MH00207,2010,17MH00,207,0,2,2,eneheuvel,26-09-11
201017MH00208,2010,17MH00,208,0,2,2,eneheuvel,26-09-11
201017MH00209,2010,17MH00,209,2,0,2,eneheuvel,26-09-11
201017MH00210,2010,17MH00,210,0,2,2,eneheuvel,26-09-11
201017MH00211,2010,17MH00,211,0,2,2,eneheuvel,26-09-11
201017MH00212,2010,17MH00,212,0,1,1,eneheuvel,26-09-11
201017MH00216,2010,17MH00,216,0,1,1,eneheuvel,26-09-11
201017MH00302,2010,17MH00,302,1,1,2,eneheuvel,26-09-11
201017MH00303,2010,17MH00,303,1,2,3,eneheuvel,26-09-11
201017MH00304,2010,17MH00,304,0,3,3,eneheuvel,26-09-11
201017MH00305,2010,17MH00,305,86,107,193,eneheuvel,26-09-11
201017MH00306,2010,17MH00,306,5,7,12,eneheuvel,26-09-11
201017MH00307,2010,17MH00,307,1,4,5,eneheuvel,26-09-11
201017MH00308,2010,17MH00,308,3,2,5,eneheuvel,26-09-11
201017MH00309,2010,17MH00,309,5,5,10,eneheuvel,26-09-11
201017MH00311,2010,17MH00,311,3,1,4,eneheuvel,26-09-11
201017MH00312,2010,17MH00,312,0,1,1,eneheuvel,26-09-11
201017MH00403,2010,17MH00,403,1,0,1,eneheuvel,26-09-11
201017MH009999,2010,17MH00,9999,2,0,2,eneheuvel,26-09-11
201021KO00108,2010,21KO00,108,1,0,1,eneheuvel,26-09-11
201021KO00201,2010,21KO00,201,2,0,2,eneheuvel,26-09-11
201021KO00202,2010,21KO00,202,0,1,1,eneheuvel,26-09-11
201021KO00206,2010,21KO00,206,0,1,1,eneheuvel,26-09-11
201021KO00209,2010,21KO00,209,8,6,14,eneheuvel,26-09-11
201021KO00210,2010,21KO00,210,73,78,151,eneheuvel,26-09-11
201021KO00211,2010,21KO00,211,2,3,5,eneheuvel,26-09-11
201021KO00212,2010,21KO00,212,2,0,2,eneheuvel,26-09-11
201021KO00216,2010,21KO00,216,0,3,3,eneheuvel,26-09-11
201021NC00103,2010,21NC00,103,0,1,1,eneheuvel,26-09-11
201021NC00211,2010,21NC00,211,5,3,8,eneheuvel,26-09-11
201021NC00212,2010,21NC00,212,5,7,12,eneheuvel,26-09-11
201021NC00213,2010,21NC00,213,54,54,108,eneheuvel,26-09-11
201021NC00214,2010,21NC00,214,7,16,23,eneheuvel,26-09-11
201021NC00216,2010,21NC00,216,0,1,1,eneheuvel,26-09-11
201021NC00301,2010,21NC00,301,1,0,1,eneheuvel,26-09-11
201021NC00401,2010,21NC00,401,0,1,1,eneheuvel,26-09-11
201021NC00402,2010,21NC00,402,0,1,1,eneheuvel,26-09-11
201021NC009999,2010,21NC00,9999,3,1,4,eneheuvel,26-09-11
201021ND00102,2010,21ND00,102,0,1,1,eneheuvel,26-09-11
201021ND00103,2010,21ND00,103,0,1,1,eneheuvel,26-09-11
201021ND00202,2010,21ND00,202,1,0,1,eneheuvel,26-09-11
201021ND00209,2010,21ND00,209,0,1,1,eneheuvel,26-09-11
201021ND00211,2010,21ND00,211,14,15,29,eneheuvel,26-09-11
201021ND00212,2010,21ND00,212,7,5,12,eneheuvel,26-09-11
201021ND00213,2010,21ND00,213,60,83,143,eneheuvel,26-09-11
201021ND00214,2010,21ND00,214,1,1,2,eneheuvel,26-09-11
201021ND00402,2010,21ND00,402,1,0,1,eneheuvel,26-09-11
201022KP00202,2010,22KP00,202,2,0,2,eneheuvel,26-09-11
201022KP00203,2010,22KP00,203,0,1,1,eneheuvel,26-09-11
201022KP00204,2010,22KP00,204,1,0,1,eneheuvel,26-09-11
201022KP00205,2010,22KP00,205,0,1,1,eneheuvel,26-09-11
201022KP00208,2010,22KP00,208,3,4,7,eneheuvel,26-09-11
201022KP00210,2010,22KP00,210,1,1,2,eneheuvel,26-09-11
201022KP00211,2010,22KP00,211,3,0,3,eneheuvel,26-09-11
201022KP00212,2010,22KP00,212,0,1,1,eneheuvel,26-09-11
201022KP00301,2010,22KP00,301,2,1,3,eneheuvel,26-09-11
201022KP00302,2010,22KP00,302,6,7,13,eneheuvel,26-09-11
201022KP00303,2010,22KP00,303,3,6,9,eneheuvel,26-09-11
201022KP00304,2010,22KP00,304,1,3,4,eneheuvel,26-09-11
201022KP00305,2010,22KP00,305,1,0,1,eneheuvel,26-09-11
201022KP00306,2010,22KP00,306,0,2,2,eneheuvel,26-09-11
201022KP00307,2010,22KP00,307,1,3,4,eneheuvel,26-09-11
201022KP00308,2010,22KP00,308,2,12,14,eneheuvel,26-09-11
201022KP00309,2010,22KP00,309,124,151,275,eneheuvel,26-09-11
201022KP00310,2010,22KP00,310,9,3,12,eneheuvel,26-09-11
201022KP00311,2010,22KP00,311,18,17,35,eneheuvel,26-09-11
201022KP00312,2010,22KP00,312,0,6,6,eneheuvel,26-09-11
201022KP009999,2010,22KP00,9999,1,1,2,eneheuvel,26-09-11
201022KQ00201,2010,22KQ00,201,2,2,4,eneheuvel,26-09-11
201022KQ00205,2010,22KQ00,205,1,1,2,eneheuvel,26-09-11
201022KQ00208,2010,22KQ00,208,2,0,2,eneheuvel,26-09-11
201022KQ00209,2010,22KQ00,209,2,2,4,eneheuvel,26-09-11
201022KQ00210,2010,22KQ00,210,48,76,124,eneheuvel,26-09-11
201022KQ00211,2010,22KQ00,211,1,2,3,eneheuvel,26-09-11
201022KQ00212,2010,22KQ00,212,1,2,3,eneheuvel,26-09-11
201022KQ00307,2010,22KQ00,307,0,1,1,eneheuvel,26-09-11
201022KQ009999,2010,22KQ00,9999,1,0,1,eneheuvel,26-09-11
201023ER00201,2010,23ER00,201,1,0,1,eneheuvel,26-09-11
201023ER00210,2010,23ER00,210,1,0,1,eneheuvel,26-09-11
201023ER00212,2010,23ER00,212,52,74,126,eneheuvel,26-09-11
201023ER00213,2010,23ER00,213,3,0,3,eneheuvel,26-09-11
201023ER00214,2010,23ER00,214,0,1,1,eneheuvel,26-09-11
201023ER00216,2010,23ER00,216,0,1,1,eneheuvel,26-09-11
201023ER00303,2010,23ER00,303,0,2,2,eneheuvel,26-09-11
201023ER009999,2010,23ER00,9999,1,1,2,eneheuvel,26-09-11
201023ET00108,2010,23ET00,108,0,1,1,eneheuvel,26-09-11
201023ET00201,2010,23ET00,201,1,1,2,eneheuvel,26-09-11
201023ET00202,2010,23ET00,202,1,1,2,eneheuvel,26-09-11
201023ET00203,2010,23ET00,203,0,1,1,eneheuvel,26-09-11
201023ET00204,2010,23ET00,204,0,1,1,eneheuvel,26-09-11
201023ET00207,2010,23ET00,207,0,1,1,eneheuvel,26-09-11
201023ET00208,2010,23ET00,208,1,2,3,eneheuvel,26-09-11
201023ET00210,2010,23ET00,210,0,1,1,eneheuvel,26-09-11
201023ET00211,2010,23ET00,211,0,1,1,eneheuvel,26-09-11
201023ET00214,2010,23ET00,214,0,1,1,eneheuvel,26-09-11
201023ET00302,2010,23ET00,302,0,2,2,eneheuvel,26-09-11
201023ET00305,2010,23ET00,305,1,0,1,eneheuvel,26-09-11
201023ET00306,2010,23ET00,306,1,5,6,eneheuvel,26-09-11
201023ET00307,2010,23ET00,307,3,6,9,eneheuvel,26-09-11
201023ET00308,2010,23ET00,308,62,67,129,eneheuvel,26-09-11
201023ET00309,2010,23ET00,309,1,10,11,eneheuvel,26-09-11
201023ET00311,2010,23ET00,311,3,1,4,eneheuvel,26-09-11
201023ET00312,2010,23ET00,312,1,6,7,eneheuvel,26-09-11
201023ET009999,2010,23ET00,9999,0,1,1,eneheuvel,26-09-11
201023EU00207,2010,23EU00,207,1,2,3,eneheuvel,26-09-11
201023EU00301,2010,23EU00,301,0,1,1,eneheuvel,26-09-11
201023EU00302,2010,23EU00,302,0,1,1,eneheuvel,26-09-11
201023EU00303,2010,23EU00,303,1,3,4,eneheuvel,26-09-11
201023EU00305,2010,23EU00,305,1,7,8,eneheuvel,26-09-11
201023EU00306,2010,23EU00,306,72,107,179,eneheuvel,26-09-11
201023EU00307,2010,23EU00,307,7,5,12,eneheuvel,26-09-11
201023EU00309,2010,23EU00,309,1,0,1,eneheuvel,26-09-11
201023EU00311,2010,23EU00,311,1,2,3,eneheuvel,26-09-11
201023EU00313,2010,23EU00,313,0,1,1,eneheuvel,26-09-11
201023EU009999,2010,23EU00,9999,0,1,1,eneheuvel,26-09-11
201023EV00102,2010,23EV00,102,1,0,1,eneheuvel,26-09-11
201023EV00110,2010,23EV00,110,1,1,2,eneheuvel,26-09-11
201023EV00201,2010,23EV00,201,0,1,1,eneheuvel,26-09-11
201023EV00203,2010,23EV00,203,0,1,1,eneheuvel,26-09-11
201023EV00204,2010,23EV00,204,0,1,1,eneheuvel,26-09-11
201023EV00206,2010,23EV00,206,0,2,2,eneheuvel,26-09-11
201023EV00208,2010,23EV00,208,0,1,1,eneheuvel,26-09-11
201023EV00210,2010,23EV00,210,11,8,19,eneheuvel,26-09-11
201023EV00211,2010,23EV00,211,7,8,15,eneheuvel,26-09-11
201023EV00212,2010,23EV00,212,74,105,179,eneheuvel,26-09-11
201023EV00213,2010,23EV00,213,32,21,53,eneheuvel,26-09-11
201023EV00214,2010,23EV00,214,4,4,8,eneheuvel,26-09-11
201023EV00302,2010,23EV00,302,1,0,1,eneheuvel,26-09-11
201023EV00312,2010,23EV00,312,0,1,1,eneheuvel,26-09-11
201023EV00403,2010,23EV00,403,0,1,1,eneheuvel,26-09-11
201023EV009999,2010,23EV00,9999,2,2,4,eneheuvel,26-09-11
201023EY00103,2010,23EY00,103,1,0,1,eneheuvel,26-09-11
201023EY00201,2010,23EY00,201,0,1,1,eneheuvel,26-09-11
201023EY00202,2010,23EY00,202,1,0,1,eneheuvel,26-09-11
201023EY00206,2010,23EY00,206,0,1,1,eneheuvel,26-09-11
201023EY00208,2010,23EY00,208,1,1,2,eneheuvel,26-09-11
201023EY00209,2010,23EY00,209,1,1,2,eneheuvel,26-09-11
201023EY00210,2010,23EY00,210,11,11,22,eneheuvel,26-09-11
201023EY00211,2010,23EY00,211,10,14,24,eneheuvel,26-09-11
201023EY00212,2010,23EY00,212,115,112,227,eneheuvel,26-09-11
201023EY00213,2010,23EY00,213,24,26,50,eneheuvel,26-09-11
201023EY00214,2010,23EY00,214,4,3,7,eneheuvel,26-09-11
201023EY00215,2010,23EY00,215,1,1,2,eneheuvel,26-09-11
201023EY00216,2010,23EY00,216,0,2,2,eneheuvel,26-09-11
201023EY00304,2010,23EY00,304,0,1,1,eneheuvel,26-09-11
201023EY00311,2010,23EY00,311,1,0,1,eneheuvel,26-09-11
201023EY00401,2010,23EY00,401,0,1,1,eneheuvel,26-09-11
201023EY009999,2010,23EY00,9999,2,3,5,eneheuvel,26-09-11
201023ZU00110,2010,23ZU00,110,2,0,2,eneheuvel,26-09-11
201023ZU00201,2010,23ZU00,201,3,0,3,eneheuvel,26-09-11
201023ZU00202,2010,23ZU00,202,68,84,152,eneheuvel,26-09-11
201023ZU00203,2010,23ZU00,203,14,9,23,eneheuvel,26-09-11
201023ZU00204,2010,23ZU00,204,54,48,102,eneheuvel,26-09-11
201023ZU00205,2010,23ZU00,205,71,105,176,eneheuvel,26-09-11
201023ZU00206,2010,23ZU00,206,3,2,5,eneheuvel,26-09-11
201023ZU00207,2010,23ZU00,207,31,26,57,eneheuvel,26-09-11
201023ZU00208,2010,23ZU00,208,21,20,41,eneheuvel,26-09-11
201023ZU00209,2010,23ZU00,209,4,0,4,eneheuvel,26-09-11
201023ZU00210,2010,23ZU00,210,1,1,2,eneheuvel,26-09-11
201023ZU00211,2010,23ZU00,211,2,1,3,eneheuvel,26-09-11
201023ZU00214,2010,23ZU00,214,0,1,1,eneheuvel,26-09-11
201023ZU00215,2010,23ZU00,215,0,2,2,eneheuvel,26-09-11
201023ZU00216,2010,23ZU00,216,3,1,4,eneheuvel,26-09-11
201023ZU00303,2010,23ZU00,303,0,2,2,eneheuvel,26-09-11
201023ZU00305,2010,23ZU00,305,1,0,1,eneheuvel,26-09-11
201023ZU00306,2010,23ZU00,306,1,2,3,eneheuvel,26-09-11
201023ZU00308,2010,23ZU00,308,0,1,1,eneheuvel,26-09-11
201023ZU00309,2010,23ZU00,309,0,2,2,eneheuvel,26-09-11
201023ZU00311,2010,23ZU00,311,1,1,2,eneheuvel,26-09-11
201023ZU00502,2010,23ZU00,502,2,2,4,eneheuvel,26-09-11
201023ZU009999,2010,23ZU00,9999,3,0,3,eneheuvel,26-09-11
201023ZV00107,2010,23ZV00,107,0,1,1,eneheuvel,26-09-11
201023ZV00201,2010,23ZV00,201,2,2,4,eneheuvel,26-09-11
201023ZV00202,2010,23ZV00,202,23,37,60,eneheuvel,26-09-11
201023ZV00203,2010,23ZV00,203,5,4,9,eneheuvel,26-09-11
201023ZV00204,2010,23ZV00,204,18,28,46,eneheuvel,26-09-11
201023ZV00205,2010,23ZV00,205,26,47,73,eneheuvel,26-09-11
201023ZV00207,2010,23ZV00,207,10,10,20,eneheuvel,26-09-11
201023ZV00208,2010,23ZV00,208,2,10,12,eneheuvel,26-09-11
201023ZV00210,2010,23ZV00,210,1,3,4,eneheuvel,26-09-11
201023ZV00211,2010,23ZV00,211,3,1,4,eneheuvel,26-09-11
201023ZV00212,2010,23ZV00,212,1,2,3,eneheuvel,26-09-11
201023ZV00302,2010,23ZV00,302,1,0,1,eneheuvel,26-09-11
201023ZV00308,2010,23ZV00,308,1,1,2,eneheuvel,26-09-11
201023ZV00309,2010,23ZV00,309,1,0,1,eneheuvel,26-09-11
201023ZV00311,2010,23ZV00,311,1,0,1,eneheuvel,26-09-11
201023ZV00312,2010,23ZV00,312,1,2,3,eneheuvel,26-09-11
201023ZV009999,2010,23ZV00,9999,0,1,1,eneheuvel,26-09-11
201023ZW00201,2010,23ZW00,201,1,1,2,eneheuvel,26-09-11
201023ZW00206,2010,23ZW00,206,1,1,2,eneheuvel,26-09-11
201023ZW00208,2010,23ZW00,208,3,4,7,eneheuvel,26-09-11
201023ZW00211,2010,23ZW00,211,0,1,1,eneheuvel,26-09-11
201023ZW00301,2010,23ZW00,301,2,0,2,eneheuvel,26-09-11
201023ZW00302,2010,23ZW00,302,6,3,9,eneheuvel,26-09-11
201023ZW00303,2010,23ZW00,303,4,3,7,eneheuvel,26-09-11
201023ZW00304,2010,23ZW00,304,2,1,3,eneheuvel,26-09-11
201023ZW00305,2010,23ZW00,305,1,4,5,eneheuvel,26-09-11
201023ZW00306,2010,23ZW00,306,20,32,52,eneheuvel,26-09-11
201023ZW00307,2010,23ZW00,307,57,80,137,eneheuvel,26-09-11
201023ZW00308,2010,23ZW00,308,89,84,173,eneheuvel,26-09-11
201023ZW00309,2010,23ZW00,309,3,10,13,eneheuvel,26-09-11
201023ZW00310,2010,23ZW00,310,1,2,3,eneheuvel,26-09-11
201023ZW00311,2010,23ZW00,311,2,0,2,eneheuvel,26-09-11
201023ZW00312,2010,23ZW00,312,4,5,9,eneheuvel,26-09-11
201023ZW00401,2010,23ZW00,401,1,0,1,eneheuvel,26-09-11
201023ZW00403,2010,23ZW00,403,0,1,1,eneheuvel,26-09-11
201023ZW00502,2010,23ZW00,502,3,1,4,eneheuvel,26-09-11
201023ZW009999,2010,23ZW00,9999,1,3,4,eneheuvel,26-09-11
201023ZX00104,2010,23ZX00,104,0,1,1,eneheuvel,26-09-11
201023ZX00201,2010,23ZX00,201,11,4,15,eneheuvel,26-09-11
201023ZX00202,2010,23ZX00,202,99,136,235,eneheuvel,26-09-11
201023ZX00203,2010,23ZX00,203,6,3,9,eneheuvel,26-09-11
201023ZX00204,2010,23ZX00,204,2,6,8,eneheuvel,26-09-11
201023ZX00205,2010,23ZX00,205,4,9,13,eneheuvel,26-09-11
201023ZX00207,2010,23ZX00,207,4,8,12,eneheuvel,26-09-11
201023ZX00208,2010,23ZX00,208,5,8,13,eneheuvel,26-09-11
201023ZX00209,2010,23ZX00,209,2,2,4,eneheuvel,26-09-11
201023ZX00210,2010,23ZX00,210,0,1,1,eneheuvel,26-09-11
201023ZX00211,2010,23ZX00,211,3,2,5,eneheuvel,26-09-11
201023ZX00308,2010,23ZX00,308,1,0,1,eneheuvel,26-09-11
201023ZX00311,2010,23ZX00,311,0,1,1,eneheuvel,26-09-11
201023ZX009999,2010,23ZX00,9999,1,0,1,eneheuvel,26-09-11
201023ZY00107,2010,23ZY00,107,1,0,1,eneheuvel,26-09-11
201023ZY00204,2010,23ZY00,204,2,0,2,eneheuvel,26-09-11
201023ZY00206,2010,23ZY00,206,0,3,3,eneheuvel,26-09-11
201023ZY00210,2010,23ZY00,210,4,1,5,eneheuvel,26-09-11
201023ZY00211,2010,23ZY00,211,1,3,4,eneheuvel,26-09-11
201023ZY00212,2010,23ZY00,212,144,190,334,eneheuvel,26-09-11
201023ZY00213,2010,23ZY00,213,3,1,4,eneheuvel,26-09-11
201023ZY00214,2010,23ZY00,214,1,1,2,eneheuvel,26-09-11
201023ZY00215,2010,23ZY00,215,1,0,1,eneheuvel,26-09-11
201023ZY00216,2010,23ZY00,216,0,1,1,eneheuvel,26-09-11
201023ZY00302,2010,23ZY00,302,1,0,1,eneheuvel,26-09-11
201023ZY00305,2010,23ZY00,305,0,1,1,eneheuvel,26-09-11
201023ZY00401,2010,23ZY00,401,1,1,2,eneheuvel,26-09-11
201023ZY009999,2010,23ZY00,9999,4,1,5,eneheuvel,26-09-11
201024EJ00102,2010,24EJ00,102,3,1,4,eneheuvel,26-09-11
201024EJ00106,2010,24EJ00,106,0,1,1,eneheuvel,26-09-11
201024EJ00108,2010,24EJ00,108,3,1,4,eneheuvel,26-09-11
201024EJ00202,2010,24EJ00,202,4,4,8,eneheuvel,26-09-11
201024EJ00203,2010,24EJ00,203,2,0,2,eneheuvel,26-09-11
201024EJ00204,2010,24EJ00,204,4,4,8,eneheuvel,26-09-11
201024EJ00206,2010,24EJ00,206,2,1,3,eneheuvel,26-09-11
201024EJ00207,2010,24EJ00,207,2,1,3,eneheuvel,26-09-11
201024EJ00208,2010,24EJ00,208,1,2,3,eneheuvel,26-09-11
201024EJ00209,2010,24EJ00,209,18,6,24,eneheuvel,26-09-11
201024EJ00210,2010,24EJ00,210,17,19,36,eneheuvel,26-09-11
201024EJ00211,2010,24EJ00,211,38,36,74,eneheuvel,26-09-11
201024EJ00212,2010,24EJ00,212,7,7,14,eneheuvel,26-09-11
201024EJ00213,2010,24EJ00,213,4,5,9,eneheuvel,26-09-11
201024EJ00214,2010,24EJ00,214,5,0,5,eneheuvel,26-09-11
201024EJ00305,2010,24EJ00,305,3,0,3,eneheuvel,26-09-11
201024EJ00308,2010,24EJ00,308,1,0,1,eneheuvel,26-09-11
201024EJ00309,2010,24EJ00,309,1,3,4,eneheuvel,26-09-11
201024EJ009999,2010,24EJ00,9999,2,5,7,eneheuvel,26-09-11
201024FT00102,2010,24FT00,102,1,6,7,eneheuvel,26-09-11
201024FT00103,2010,24FT00,103,1,3,4,eneheuvel,26-09-11
201024FT00104,2010,24FT00,104,1,0,1,eneheuvel,26-09-11
201024FT00105,2010,24FT00,105,1,1,2,eneheuvel,26-09-11
201024FT00106,2010,24FT00,106,0,2,2,eneheuvel,26-09-11
201024FT00107,2010,24FT00,107,1,1,2,eneheuvel,26-09-11
201024FT00108,2010,24FT00,108,0,2,2,eneheuvel,26-09-11
201024FT00109,2010,24FT00,109,1,0,1,eneheuvel,26-09-11
201024FT00202,2010,24FT00,202,0,2,2,eneheuvel,26-09-11
201024FT00203,2010,24FT00,203,2,3,5,eneheuvel,26-09-11
201024FT00204,2010,24FT00,204,0,2,2,eneheuvel,26-09-11
201024FT00205,2010,24FT00,205,0,3,3,eneheuvel,26-09-11
201024FT00206,2010,24FT00,206,0,3,3,eneheuvel,26-09-11
201024FT00207,2010,24FT00,207,2,0,2,eneheuvel,26-09-11
201024FT00208,2010,24FT00,208,2,7,9,eneheuvel,26-09-11
201024FT00209,2010,24FT00,209,0,1,1,eneheuvel,26-09-11
201024FT00210,2010,24FT00,210,5,6,11,eneheuvel,26-09-11
201024FT00211,2010,24FT00,211,6,13,19,eneheuvel,26-09-11
201024FT00212,2010,24FT00,212,2,19,21,eneheuvel,26-09-11
201024FT00213,2010,24FT00,213,2,10,12,eneheuvel,26-09-11
201024FT00214,2010,24FT00,214,2,18,20,eneheuvel,26-09-11
201024FT00216,2010,24FT00,216,0,4,4,eneheuvel,26-09-11
201024FT00301,2010,24FT00,301,1,1,2,eneheuvel,26-09-11
201024FT00302,2010,24FT00,302,0,16,16,eneheuvel,26-09-11
201024FT00303,2010,24FT00,303,2,21,23,eneheuvel,26-09-11
201024FT00304,2010,24FT00,304,1,3,4,eneheuvel,26-09-11
201024FT00305,2010,24FT00,305,0,4,4,eneheuvel,26-09-11
201024FT00306,2010,24FT00,306,0,6,6,eneheuvel,26-09-11
201024FT00307,2010,24FT00,307,0,10,10,eneheuvel,26-09-11
201024FT00308,2010,24FT00,308,0,11,11,eneheuvel,26-09-11
201024FT00309,2010,24FT00,309,0,7,7,eneheuvel,26-09-11
201024FT00311,2010,24FT00,311,1,9,10,eneheuvel,26-09-11
201024FT00312,2010,24FT00,312,2,16,18,eneheuvel,26-09-11
201024FT00313,2010,24FT00,313,0,1,1,eneheuvel,26-09-11
201024FT00401,2010,24FT00,401,0,1,1,eneheuvel,26-09-11
201024FT00402,2010,24FT00,402,2,0,2,eneheuvel,26-09-11
201024FT00403,2010,24FT00,403,0,1,1,eneheuvel,26-09-11
201024FT00502,2010,24FT00,502,0,1,1,eneheuvel,26-09-11
201024MR00101,2010,24MR00,101,1,1,2,eneheuvel,26-09-11
201024MR00201,2010,24MR00,201,0,2,2,eneheuvel,26-09-11
201024MR00208,2010,24MR00,208,2,0,2,eneheuvel,26-09-11
201024MR00212,2010,24MR00,212,1,1,2,eneheuvel,26-09-11
201024MR00216,2010,24MR00,216,0,1,1,eneheuvel,26-09-11
201024MR00301,2010,24MR00,301,0,2,2,eneheuvel,26-09-11
201024MR00302,2010,24MR00,302,1,0,1,eneheuvel,26-09-11
201024MR00305,2010,24MR00,305,1,1,2,eneheuvel,26-09-11
201024MR00306,2010,24MR00,306,10,18,28,eneheuvel,26-09-11
201024MR00307,2010,24MR00,307,88,118,206,eneheuvel,26-09-11
201024MR00308,2010,24MR00,308,6,7,13,eneheuvel,26-09-11
201024MR00309,2010,24MR00,309,2,0,2,eneheuvel,26-09-11
201024MR00311,2010,24MR00,311,2,1,3,eneheuvel,26-09-11
201024MR00502,2010,24MR00,502,0,1,1,eneheuvel,26-09-11
201024MR009999,2010,24MR00,9999,2,2,4,eneheuvel,26-09-11
201024RK00201,2010,24RK00,201,0,1,1,eneheuvel,26-09-11
201024RK00202,2010,24RK00,202,11,18,29,eneheuvel,26-09-11
201024RK00203,2010,24RK00,203,10,10,20,eneheuvel,26-09-11
201024RK00204,2010,24RK00,204,10,8,18,eneheuvel,26-09-11
201024RK00205,2010,24RK00,205,5,6,11,eneheuvel,26-09-11
201024RK00206,2010,24RK00,206,2,2,4,eneheuvel,26-09-11
201024RK00207,2010,24RK00,207,3,5,8,eneheuvel,26-09-11
201024RK00208,2010,24RK00,208,6,3,9,eneheuvel,26-09-11
201024RK00211,2010,24RK00,211,2,0,2,eneheuvel,26-09-11
201024RK00213,2010,24RK00,213,1,2,3,eneheuvel,26-09-11
201024RK00214,2010,24RK00,214,2,1,3,eneheuvel,26-09-11
201024RK00216,2010,24RK00,216,1,2,3,eneheuvel,26-09-11
201024RK00301,2010,24RK00,301,2,1,3,eneheuvel,26-09-11
201024RK00302,2010,24RK00,302,5,3,8,eneheuvel,26-09-11
201024RK00303,2010,24RK00,303,1,4,5,eneheuvel,26-09-11
201024RK00304,2010,24RK00,304,1,1,2,eneheuvel,26-09-11
201024RK00305,2010,24RK00,305,1,1,2,eneheuvel,26-09-11
201024RK00306,2010,24RK00,306,5,3,8,eneheuvel,26-09-11
201024RK00307,2010,24RK00,307,5,5,10,eneheuvel,26-09-11
201024RK00308,2010,24RK00,308,6,2,8,eneheuvel,26-09-11
201024RK00309,2010,24RK00,309,1,3,4,eneheuvel,26-09-11
201024RK00311,2010,24RK00,311,1,0,1,eneheuvel,26-09-11
201024RK00312,2010,24RK00,312,2,0,2,eneheuvel,26-09-11
201024RK00502,2010,24RK00,502,1,2,3,eneheuvel,26-09-11
201024UN00201,2010,24UN00,201,0,1,1,eneheuvel,26-09-11
201024UN00202,2010,24UN00,202,2,2,4,eneheuvel,26-09-11
201024UN00302,2010,24UN00,302,0,1,1,eneheuvel,26-09-11
201024UN00303,2010,24UN00,303,3,0,3,eneheuvel,26-09-11
201024UN00305,2010,24UN00,305,0,1,1,eneheuvel,26-09-11
201024UN00306,2010,24UN00,306,15,29,44,eneheuvel,26-09-11
201024UN00307,2010,24UN00,307,35,45,80,eneheuvel,26-09-11
201024UN00308,2010,24UN00,308,50,47,97,eneheuvel,26-09-11
201024UN00309,2010,24UN00,309,11,14,25,eneheuvel,26-09-11
201024UN00311,2010,24UN00,311,0,1,1,eneheuvel,26-09-11
201024UN00313,2010,24UN00,313,0,1,1,eneheuvel,26-09-11
201024UN009999,2010,24UN00,9999,1,1,2,eneheuvel,26-09-11
201025CF00103,2010,25CF00,103,1,0,1,eneheuvel,26-09-11
201025CF00201,2010,25CF00,201,1,1,2,eneheuvel,26-09-11
201025CF00202,2010,25CF00,202,4,6,10,eneheuvel,26-09-11
201025CF00203,2010,25CF00,203,1,7,8,eneheuvel,26-09-11
201025CF00204,2010,25CF00,204,50,71,121,eneheuvel,26-09-11
201025CF00205,2010,25CF00,205,11,29,40,eneheuvel,26-09-11
201025CF00207,2010,25CF00,207,0,6,6,eneheuvel,26-09-11
201025CF00208,2010,25CF00,208,1,0,1,eneheuvel,26-09-11
201025CF00212,2010,25CF00,212,2,0,2,eneheuvel,26-09-11
201025CF00307,2010,25CF00,307,1,2,3,eneheuvel,26-09-11
201025CF009999,2010,25CF00,9999,2,2,4,eneheuvel,26-09-11
201025KT00101,2010,25KT00,101,1,1,2,eneheuvel,26-09-11
201025KT00105,2010,25KT00,105,1,0,1,eneheuvel,26-09-11
201025KT00109,2010,25KT00,109,1,0,1,eneheuvel,26-09-11
201025KT00202,2010,25KT00,202,35,42,77,eneheuvel,26-09-11
201025KT00203,2010,25KT00,203,94,86,180,eneheuvel,26-09-11
201025KT00204,2010,25KT00,204,61,76,137,eneheuvel,26-09-11
201025KT00205,2010,25KT00,205,1,7,8,eneheuvel,26-09-11
201025KT00207,2010,25KT00,207,17,8,25,eneheuvel,26-09-11
