Postc_Postcode,Postc_PostcodeCompact,Postc_WijkNr,Postc_X_COORD,Postc_Y_COORD
1318 HE,1318HE,207,145593.2,488432.45
1318 HG,1318HG,207,145687.75,488478.17
1318 HH,1318HH,207,145759.99,488517.17
1318 HJ,1318HJ,207,145918.51,488616.31
1318 HK,1318HK,207,146027.73,488697.06
1318 HL,1318HL,207,145494.4,488390.66
1318 HM,1318HM,207,145530.03,488376.34
1318 HN,1318HN,207,145608.7,488410.34
1318 HP,1318HP,207,145693.52,488451.36
1318 HR,1318HR,207,145780.67,488498.45
1318 HS,1318HS,207,145936.07,488596.23
1318 HT,1318HT,207,146044.1,488676.05
1318 HV,1318HV,207,145621.29,488445.08
1318 HW,1318HW,207,145648.12,488457.98
1318 HX,1318HX,207,145939.56,488630.78
1318 JA,1318JA,207,145583.61,488356.13
1318 JB,1318JB,207,145713.73,488417.37
1318 JC,1318JC,207,145800.99,488464.75
1318 JE,1318JE,207,145916.35,488500.31
1318 JG,1318JG,207,145917.54,488505.43
1318 JH,1318JH,207,145919.57,488500.55
1318 JJ,1318JJ,207,145921.74,488496.02
1318 JK,1318JK,207,145941.57,488552.36
1318 JL,1318JL,207,146063.5,488640.91
1318 JN,1318JN,207,145567.28,488320.46
1318 JP,1318JP,207,145634.71,488349.81
1318 JR,1318JR,207,145722.4,488392.16
1318 JS,1318JS,207,145812.76,488441.34
1318 JT,1318JT,207,145963.13,488533.62
1318 JV,1318JV,207,146078.06,488619.23
1318 KA,1318KA,207,145602.32,488182.75
1318 KB,1318KB,207,145652.78,488239.59
1318 KC,1318KC,207,145625.66,488258.58
1318 KD,1318KD,207,145756.61,488315.44
1318 KE,1318KE,207,145832.6,488365.29
1318 KG,1318KG,207,145665.11,488215.58
1318 KH,1318KH,207,145780.86,488299.92
1318 KJ,1318KJ,207,145853.36,488347.05
1318 KK,1318KK,207,145650.59,488109.93
1318 KL,1318KL,207,145767.92,488234.7
1318 KM,1318KM,207,145827.45,488278.62
1318 KN,1318KN,207,145891.39,488317.1
1318 KP,1318KP,207,145738.71,488270.45
1318 KR,1318KR,207,145709.11,488194.96
1318 KS,1318KS,207,145709.11,488194.96
1318 KT,1318KT,207,145717.28,488162.81
1318 KV,1318KV,207,145694.71,488121.67
1318 KW,1318KW,207,145741.89,488143.38
1318 KX,1318KX,207,145742.23,488145.94
1318 LA,1318LA,207,145853.2,488199.17
1318 LB,1318LB,207,145798.51,488120.16
1318 LC,1318LC,207,145877.01,488159.22
1318 LD,1318LD,207,145809.25,488096.28
1318 LE,1318LE,207,145888.77,488135.8
1318 LG,1318LG,207,145821.86,488057.32
1318 LH,1318LH,207,145908.12,488100.01
1318 LJ,1318LJ,207,145834.41,488034
1318 LK,1318LK,207,145921.26,488076.96
1318 LL,1318LL,207,145853.05,487999.68
1318 LM,1318LM,207,145933.38,488039.27
1318 LN,1318LN,207,145866.06,487976.41
1318 LP,1318LP,207,145945.73,488015.71
1318 LR,1318LR,207,145965.46,487975.24
1318 LS,1318LS,207,145977.37,487951.56
1318 LT,1318LT,207,145761.85,488072.4
1318 LV,1318LV,207,145816.58,487953.48
1318 LW,1318LW,207,145728.62,487959.45
1318 LX,1318LX,207,145928.51,488171.2
1318 LZ,1318LZ,207,145984.42,488050.57
1318 MA,1318MA,205,145109.38,487712.38
1318 NA,1318NA,207,145946.48,488432.16
1318 NB,1318NB,207,146012.73,488467.16
1318 NC,1318NC,207,146103.25,488510.52
1318 NE,1318NE,207,146172.78,488540.16
1318 NG,1318NG,207,146177.47,488579.76
1318 NH,1318NH,207,145969.77,488414.89
1318 NJ,1318NJ,207,146038.73,488451.76
1318 NK,1318NK,207,146136.27,488496.16
1318 NL,1318NL,207,146207.02,488524.37
1318 NN,1318NN,207,145938.77,488343.79
1318 NP,1318NP,207,146005.9,488384.69
1318 NR,1318NR,207,146079.08,488418.3
1318 NS,1318NS,207,146125.05,488441.13
1318 NT,1318NT,207,146179.57,488466.99
1318 NV,1318NV,207,146236.75,488487.06
1318 NW,1318NW,207,146088.58,488475.91
1318 PA,1318PA,207,146021.85,488296.66
1318 PB,1318PB,207,146202.99,488426.12
1318 PC,1318PC,207,146034.24,488248.87
1318 PE,1318PE,207,146116.75,488303.46
1318 PG,1318PG,207,146204.08,488367.07
1318 PH,1318PH,207,146264.44,488392.69
1318 PJ,1318PJ,207,146046.47,488225.53
1318 PK,1318PK,207,146131.52,488281.79
1318 PL,1318PL,207,146222.74,488348.5
1318 PN,1318PN,207,146061.12,488187.63
1318 PP,1318PP,207,146153.39,488248.58
1318 PR,1318PR,207,146261.81,488328.73
1318 RA,1318RA,207,146074.34,488164.65
1318 RB,1318RB,207,146169.22,488227.39
1318 RC,1318RC,207,146276.44,488306.51
1318 RD,1318RD,207,146097.99,488132.8
1318 RE,1318RE,207,146191.65,488194.39
1318 RG,1318RG,207,146288.44,488265.51
1318 RH,1318RH,207,146111.64,488109.89
1318 RJ,1318RJ,207,146206.59,488172.38
1318 RK,1318RK,207,146302.19,488242.51
1318 RL,1318RL,207,146134.81,488071.88
1318 RN,1318RN,207,146231.85,488135.77
1318 RP,1318RP,207,146323.31,488202.43
1318 RR,1318RR,207,146148.85,488049.26
1318 RS,1318RS,207,146335.74,488178.42
1318 RT,1318RT,207,146396.83,488224.76
1318 RV,1318RV,207,145990.43,488202.22
1318 RW,1318RW,207,146044.18,488084.84
1318 ZZ,1318ZZ,205,144940.35,487669.65
1319 AA,1319AA,216,141041.92,488621.06
1319 AB,1319AB,216,140926.23,488843.08
1319 AC,1319AC,216,140960.24,488646.39
1319 AE,1319AE,216,141012.59,488590.9
1319 AG,1319AG,216,140964.8,488584.12
1319 AH,1319AH,216,141035.13,488648.05
1319 AJ,1319AJ,216,140930.53,488686.21
1319 AK,1319AK,216,140903.41,488706.26
1319 AL,1319AL,216,140917.46,488769.33
1319 AM,1319AM,216,140711.89,488903.57
1319 AN,1319AN,216,140887.66,488803.24
1319 AP,1319AP,216,140808.27,488759.7
1319 AR,1319AR,216,140701.17,488841.44
1319 AS,1319AS,216,140832.36,488916.33
1319 AT,1319AT,216,140786.41,488856.16
1319 AV,1319AV,216,140821.57,488973
1319 AW,1319AW,216,140856.65,488947.5
1319 AX,1319AX,216,140681.5,488930.21
1319 BB,1319BB,216,140988.75,488850.24
1319 BC,1319BC,216,141228.94,488693.51
1319 BD,1319BD,216,141250.86,488661.05
1319 BG,1319BG,216,141119.22,488735.07
1319 BH,1319BH,216,141247.23,488797.06
1319 BJ,1319BJ,216,141163.07,488695.5
1319 BK,1319BK,216,141245.16,488761.27
1319 BL,1319BL,216,141146.68,488836.21
1319 BN,1319BN,216,141175.84,488797.61
1319 BR,1319BR,216,141043.99,488863.89
1319 BS,1319BS,216,141134.64,488913.39
1319 BT,1319BT,216,141071.44,488830.1
1319 BV,1319BV,216,141167.5,488882.61
1319 CA,1319CA,216,141005.69,488926.65
1319 CB,1319CB,216,141090.69,488973.17
1319 CC,1319CC,216,141024.47,488886.36
1319 CE,1319CE,216,141104.91,488930.28
1319 CG,1319CG,216,141136.21,489014.26
1319 CK,1319CK,216,141010.43,489109.27
1319 CL,1319CL,216,140986.26,488949.53
1319 CM,1319CM,216,140977.82,489124.13
1319 CN,1319CN,216,141018.82,489020.02
1319 CP,1319CP,216,140918.34,488986.41
1319 CS,1319CS,216,140700.64,489458.54
1319 CT,1319CT,216,140856.23,489525.22
1319 CV,1319CV,216,140807.64,489482.19
1319 CW,1319CW,216,140829.31,489441.11
1319 DA,1319DA,216,140761.86,489135.14
1319 DB,1319DB,216,140967.32,489624.73
1319 DC,1319DC,216,140891.81,489653.41
1319 DD,1319DD,216,140731.59,489617.63
1319 DE,1319DE,216,140556.23,489520.91
1319 DG,1319DG,216,140513.06,489718.08
1319 DH,1319DH,216,140760.99,489686.08
1319 DJ,1319DJ,216,140671.69,489726.17
1319 DK,1319DK,216,140623.11,489804.12
1319 DL,1319DL,216,140651.58,489904.3
1319 DM,1319DM,216,140561.15,489930.65
1319 DN,1319DN,216,140552.93,489947.48
1319 DP,1319DP,216,140534.79,489836.13
1319 DR,1319DR,216,140373.81,489910.19
1319 DS,1319DS,216,140376.8,489787.82
1319 EA,1319EA,216,140598.42,489045.09
1319 EB,1319EB,216,140373.32,489085.31
1319 EC,1319EC,216,140342.14,489125.19
1319 EH,1319EH,216,140373.88,489525.93
1319 EJ,1319EJ,216,140331.78,489648.35
1319 EM,1319EM,216,140232.78,489784.29
1319 EN,1319EN,216,140335.89,489559.01
1319 EP,1319EP,216,140209.93,489823.18
1319 GA,1319GA,216,140509.76,490105.08
1319 GB,1319GB,216,140441.58,490154.04
1319 GC,1319GC,216,140666.74,490204.38
1319 GD,1319GD,216,140423.88,490178.54
1319 GE,1319GE,216,140179.13,490134.16
1319 GG,1319GG,216,140490.13,490202.82
1319 GH,1319GH,216,140563.54,490393.3
1319 GJ,1319GJ,216,140323.48,490301.76
1319 GK,1319GK,216,140230.96,490284.66
1319 GL,1319GL,216,140086.3,490170.34
1319 GM,1319GM,216,140117.18,490015.59
1319 GN,1319GN,216,140130,489927.08
1319 GP,1319GP,216,140190.87,489930.76
1319 GR,1319GR,216,140025.41,490043.41
1319 GT,1319GT,216,139895.85,489973.17
1321 AA,1321AA,214,141661.69,485890.37
1321 AB,1321AB,214,141635.34,485769.5
1321 AC,1321AC,214,141599.44,485657.94
1321 AE,1321AE,214,141672.33,485727.93
1321 AG,1321AG,214,141689.26,485783.4
1321 AH,1321AH,214,141657.18,485687.7
1321 AJ,1321AJ,214,141640.92,485520.88
1321 AK,1321AK,214,141631.53,485606.06
1321 AL,1321AL,214,141485.4,485986.05
1321 AN,1321AN,214,141394.39,486018.43
1321 AP,1321AP,214,141391.24,485967.25
1321 AR,1321AR,214,141330.35,485951.96
1321 AS,1321AS,214,141473.34,485921.98
1321 AT,1321AT,214,141527.44,485904.75
1321 AV,1321AV,214,141367.27,485896.74
1321 AX,1321AX,214,141487.57,485855.63
1321 BA,1321BA,214,141321.81,485906.44
1321 BB,1321BB,214,141359.27,485872.18
1321 BC,1321BC,214,141479.61,485831.77
1321 BE,1321BE,214,141579.69,485892.09
1321 BG,1321BG,214,141506.49,485672.04
1321 BH,1321BH,214,141508.63,485755.58
1321 BJ,1321BJ,214,141421.87,485743.29
1321 BK,1321BK,214,141397.66,485751.46
1321 BL,1321BL,214,141332.86,485674.96
1321 BN,1321BN,214,141415.6,485636.77
1321 BP,1321BP,214,141309.92,485682.82
1321 BR,1321BR,214,141251.98,485702.68
1321 BS,1321BS,214,141407.35,485613.03
1321 BT,1321BT,214,141264.14,485661.41
1321 BV,1321BV,214,141449.43,485552.97
1321 BW,1321BW,214,141356.82,485584.5
1321 CA,1321CA,214,141216.19,486057.5
1321 CB,1321CB,214,141263.44,485997.9
1321 CC,1321CC,214,141282.44,486057.48
1321 CD,1321CD,214,141301.08,485994.04
1321 CE,1321CE,214,141217.01,486000.14
1321 CG,1321CG,214,141211.5,485950.25
1321 CH,1321CH,214,141184.75,486045.66
1321 CJ,1321CJ,214,141118.02,485953.58
1321 CK,1321CK,214,141056.59,485920.07
1321 CL,1321CL,214,141204.58,485925.16
1321 CM,1321CM,214,141097.15,485908.75
1321 CN,1321CN,214,141299.09,485825.63
1321 CP,1321CP,214,141098.2,485867.85
1321 CR,1321CR,214,141087.11,485809.95
1321 CS,1321CS,214,141128.99,485804.65
1321 CT,1321CT,214,141210.8,485889.93
1321 CV,1321CV,214,141162.88,485777.92
1321 CW,1321CW,214,141226.2,485843.7
1321 CX,1321CX,214,141278.03,485913.84
1321 CZ,1321CZ,214,141228.92,485788.5
1321 DA,1321DA,214,141150.17,485741.26
1321 DB,1321DB,214,141089.08,485822.33
1321 DC,1321DC,214,141021.85,485852.39
1321 DD,1321DD,214,141074.21,485756.65
1321 DE,1321DE,214,141018.65,485677.5
1321 DG,1321DG,214,140990.31,485729.31
1321 DH,1321DH,214,140962,485781.07
1321 DJ,1321DJ,214,140932.14,485899.35
1321 DK,1321DK,214,141062.17,485724.49
1321 DL,1321DL,214,141026.96,485788.86
1321 DM,1321DM,214,140988.93,485858.39
1321 DN,1321DN,214,140786.01,485721.82
1321 DP,1321DP,214,140873.28,485662.83
1321 DR,1321DR,214,140813.03,485771.29
1321 EA,1321EA,214,141144.92,486065.24
1321 EB,1321EB,214,141035.47,485959.78
1321 EC,1321EC,214,141140.83,486212.83
1321 EE,1321EE,214,141122.87,486072.87
1321 EG,1321EG,214,141020.44,485977.69
1321 EH,1321EH,214,141092.35,486102.69
1321 EJ,1321EJ,214,140943.49,486011.81
1321 EK,1321EK,214,141026.78,486096.83
1321 GA,1321GA,214,141189.63,485674.89
1321 GB,1321GB,214,141168.36,485663.75
1321 GC,1321GC,214,141135.91,485646
1321 GD,1321GD,214,141260.12,485576.39
1321 GE,1321GE,214,141273.84,485554.26
1321 GG,1321GG,214,141351.29,485558.92
1321 GH,1321GH,214,141287.02,485509.86
1321 GJ,1321GJ,214,141321.97,485515.11
1321 GK,1321GK,214,141413.78,485503.36
1321 GL,1321GL,214,141319.7,485448.37
1321 GM,1321GM,214,141401.67,485541.69
1321 GN,1321GN,214,141437.28,485487.17
1321 GP,1321GP,214,141332.24,485425.43
1321 GR,1321GR,214,141251.68,485433.07
1321 GS,1321GS,214,141215.66,485498.93
1321 GT,1321GT,214,141230.65,485530.64
1321 GV,1321GV,214,141179.65,485370.45
1321 GW,1321GW,214,141151.58,485421.77
1321 GX,1321GX,214,141138.03,485511.86
1321 GZ,1321GZ,214,141045.47,485607.13
1321 HA,1321HA,214,141228.7,485421.12
1321 HB,1321HB,214,141192.77,485486.8
1321 HC,1321HC,214,141113.31,485633.64
1321 HE,1321HE,214,141020.1,485421.79
1321 HG,1321HG,214,141014.84,485300.19
1321 HH,1321HH,214,140972.43,485377.73
1321 HJ,1321HJ,214,140921.22,485454.29
1321 HK,1321HK,214,140927.58,485458.37
1321 HL,1321HL,214,140929.55,485459.46
1321 HN,1321HN,214,140900.98,485515.43
1321 HP,1321HP,214,140892.05,485507.61
1321 HR,1321HR,214,141089.63,485293.29
1321 HS,1321HS,214,141058.71,485349.83
1321 HT,1321HT,214,140991.27,485495.27
1321 HV,1321HV,214,140984.5,485516.75
1321 HW,1321HW,214,140949.8,485508.22
1321 HX,1321HX,214,140948.54,485507.54
1321 HZ,1321HZ,214,140959.68,485545.69
1321 JA,1321JA,214,141530.21,485458.19
1321 JB,1321JB,214,141491.09,485342.98
1321 JC,1321JC,214,141424.96,485221.49
1321 JD,1321JD,214,141249.32,485125.11
1321 JE,1321JE,214,141426.82,485327.88
1321 JG,1321JG,214,141398.82,485258.72
1321 JH,1321JH,214,141226.09,485167.98
1321 JJ,1321JJ,214,141396.06,485356.75
1321 JK,1321JK,214,141214.29,485191.93
1321 JL,1321JL,214,141190.13,485229.12
1321 JM,1321JM,214,141303.81,485086.47
1321 JN,1321JN,214,141262.6,485104.96
1321 JP,1321JP,214,141624.24,485197.76
1321 JR,1321JR,214,141336.56,485040.45
1321 JS,1321JS,214,141613.86,485282.4
1321 JT,1321JT,214,141598.52,485225.42
1321 JV,1321JV,214,141463.04,485151.88
1321 JW,1321JW,214,141337.86,485082.32
1321 KA,1321KA,214,141634.53,485439.52
1321 KB,1321KB,214,141596.77,485501.77
1321 KC,1321KC,214,141583.63,485463.35
1321 KD,1321KD,214,141545.75,485341.01
1321 KE,1321KE,214,141568.85,485381.27
1321 KG,1321KG,214,141586.14,485278.73
1321 KH,1321KH,214,141513.36,485320.9
1321 KJ,1321KJ,214,141455.03,485192.75
1321 KK,1321KK,214,141488.24,485206.65
1321 KL,1321KL,214,141432.51,485180.36
1321 KM,1321KM,214,141306.93,485271.6
1321 KN,1321KN,214,141400.19,485298.69
1321 KP,1321KP,214,141294.63,485235.68
1321 KR,1321KR,214,141376.78,485149.88
1321 KS,1321KS,214,141136.07,485141.93
1321 KT,1321KT,214,141096.85,485148.37
1321 LA,1321LA,214,141063.92,485182.13
1321 LB,1321LB,214,140977.44,485134.88
1321 LC,1321LC,214,140893.27,485057.74
1321 LE,1321LE,214,140857.52,485027.56
1321 LG,1321LG,214,140986.95,484981.27
1321 LH,1321LH,214,140964.05,485023.13
1321 LJ,1321LJ,214,141025.1,485092.16
1321 LK,1321LK,214,141036.45,484977.76
1321 LL,1321LL,214,141096.24,484909.02
1321 LN,1321LN,214,140933.05,484889.45
1321 LP,1321LP,214,141112.54,484981.6
1321 LR,1321LR,214,140979.18,484927.55
1321 LS,1321LS,214,140899.86,484862.02
1321 NA,1321NA,214,140772.37,484836.53
1321 NB,1321NB,214,140753.35,484912.81
1321 NC,1321NC,214,140638.72,484799.65
1321 NE,1321NE,214,140663.77,484867.27
1321 NG,1321NG,214,140745.28,484950
1321 NJ,1321NJ,214,140730.26,484932.64
1321 NK,1321NK,214,140686.97,484913.9
1321 NL,1321NL,214,140793.42,484856.69
1321 NN,1321NN,214,140796.88,484739.27
1321 NP,1321NP,214,140790.22,484799.66
1321 PA,1321PA,214,141020.59,485251.33
1321 PB,1321PB,214,140908.57,485193.92
1321 PC,1321PC,214,140853.38,485163.74
1321 PE,1321PE,214,140951.71,485246.98
1321 PG,1321PG,214,140896.15,485216.59
1321 PH,1321PH,214,140858.45,485200.65
1321 PJ,1321PJ,214,140874.05,485249.96
1321 PK,1321PK,214,140859.22,485282.18
1321 PL,1321PL,214,140897.04,485346.99
1321 PN,1321PN,214,140841.46,485316.59
1321 PP,1321PP,214,140807.69,485293.45
1321 PR,1321PR,214,140954.43,485353.41
1321 PS,1321PS,214,140988.07,485291.92
1321 PT,1321PT,214,140902.24,485298.99
1321 PV,1321PV,214,140822.4,485257.36
1321 PW,1321PW,214,140749.74,485240.78
1321 PX,1321PX,214,140782.9,485180.14
1321 RA,1321RA,214,140936.24,485402.96
1321 RB,1321RB,214,140829.01,485339.08
1321 RC,1321RC,214,140773.06,485308.47
1321 RE,1321RE,214,140722.98,485233.06
1321 RG,1321RG,214,140765.46,485155.4
1321 RH,1321RH,214,140878.57,485427.28
1321 RJ,1321RJ,214,140835.58,485403.77
1321 RK,1321RK,214,140779.16,485372.91
1321 RL,1321RL,214,140842.91,485491.17
1321 RN,1321RN,214,140800.47,485467.96
1321 RP,1321RP,214,140744.16,485437.87
1321 RR,1321RR,214,140700.53,485414.29
1321 RS,1321RS,214,140696.38,485412.02
1321 RT,1321RT,214,140722.38,485386.33
1321 RV,1321RV,214,140736.05,485349.32
1321 RX,1321RX,214,140656.47,485362.65
1321 SB,1321SB,214,140594.36,485458.11
1321 SC,1321SC,214,140560.14,485441.47
1321 SE,1321SE,214,140538.36,485427.88
1321 SG,1321SG,214,140589.06,485327.12
1321 SH,1321SH,214,140662.93,485141.05
1321 SJ,1321SJ,214,140655.97,485087.37
1321 SK,1321SK,214,140566.03,485315.56
1321 SL,1321SL,214,140512.58,485285.29
1321 SN,1321SN,214,140550.83,485095.31
1321 SP,1321SP,214,140639.86,485236.23
1321 SR,1321SR,214,140655.69,485169.84
1321 ST,1321ST,214,140649.06,485207.42
1321 TA,1321TA,214,140850.83,485577.58
1321 TB,1321TB,214,140733.53,485513.42
1321 TC,1321TC,214,140820.09,485599.01
1321 TD,1321TD,214,140762.49,485567.07
1321 TE,1321TE,214,140757.83,485603.41
1321 TG,1321TG,214,140654.84,485552.74
1321 TH,1321TH,214,140613.38,485628.54
1321 TJ,1321TJ,214,140648.63,485646.67
1321 TK,1321TK,214,140763.32,485709.41
1321 TL,1321TL,214,140733.3,485683.3
1321 TM,1321TM,214,140710.65,485670.28
1321 TN,1321TN,214,140671.54,485659.21
1321 TP,1321TP,214,140640.42,485688.9
1321 TR,1321TR,214,140590.44,485616
1321 TS,1321TS,214,140631.9,485540.2
1321 TT,1321TT,214,140538.05,485613.42
1321 TV,1321TV,214,140616.68,485469.66
1321 TW,1321TW,214,140524.85,485475.15
1321 TX,1321TX,214,140498.32,485540.22
1321 VA,1321VA,214,140478.48,485590.7
1321 VB,1321VB,214,140421.82,485559.47
1321 VC,1321VC,214,140416.68,485622.71
1321 VD,1321VD,214,140473.13,485666.53
1321 VE,1321VE,214,140487.32,485687.99
1321 VG,1321VG,214,140531.94,485704.82
1321 VH,1321VH,214,140546.13,485726.27
1321 VJ,1321VJ,214,140592.04,485743.93
1321 VK,1321VK,214,140608.69,485767.16
1321 VL,1321VL,214,140655.96,485785.59
1321 VN,1321VN,214,140673.76,485807.64
1321 VP,1321VP,214,140699.67,485845.99
1321 VR,1321VR,214,140740.23,485844.46
1321 VS,1321VS,214,140810.07,485851.49
1321 VT,1321VT,214,140848.42,485920.06
1321 VV,1321VV,214,140679.89,485884.4
1321 VW,1321VW,214,140562.44,485794.79
1321 VX,1321VX,214,140449.28,485709.38
1321 VZ,1321VZ,214,140731.62,485926.11
1322 AA,1322AA,274,141789.77,484885.74
1322 AB,1322AB,274,141625.33,484989.09
1322 AC,1322AC,274,141674.92,485117.98
1322 AD,1322AD,274,141546.72,485059.69
1322 AE,1322AE,274,141447.44,484864.53
1322 AG,1322AG,274,141778.36,485010.7
1322 AH,1322AH,274,141489.07,484716.83
1322 AJ,1322AJ,274,141546.97,484973.05
1322 AK,1322AK,274,141367.64,484882.12
1322 AL,1322AL,274,141382.63,484963.5
1322 AM,1322AM,274,141012.74,484772.77
1322 AN,1322AN,274,141739.85,484815.41
1322 AP,1322AP,274,141363.66,484498.83
1322 AS,1322AS,274,141126.14,484692.98
1322 AT,1322AT,214,140553.11,484740.3
1322 AV,1322AV,274,140509.42,484588.45
1322 AW,1322AW,274,141335.98,484555.68
1322 AX,1322AX,274,141463.23,484606.43
1322 BB,1322BB,274,140959.26,484599.41
1322 BC,1322BC,274,140857.97,484646.65
1322 BD,1322BD,274,141099.88,484741
1322 BE,1322BE,274,141052.3,484682.69
1322 BH,1322BH,274,140969.29,484669.59
1322 BJ,1322BJ,274,140789,484632.01
1322 BK,1322BK,274,140821.2,484564.74
1322 BN,1322BN,274,140883.2,484400.56
1322 BS,1322BS,274,140897.37,484574.59
1322 CA,1322CA,274,141095.01,484518.18
1322 CB,1322CB,274,141198.78,484540.78
1322 CE,1322CE,274,141111.1,484450.63
1322 CG,1322CG,274,140814.54,484286.08
1322 CH,1322CH,274,140639.11,484502.43
1322 CJ,1322CJ,274,141085.47,484313.54
1322 CK,1322CK,274,140682.95,484164.23
1322 CL,1322CL,274,140581.24,484615.89
1322 CN,1322CN,274,140643.13,484596
1323 AA,1323AA,213,142202.55,486675.47
1323 AB,1323AB,213,142322.1,486712.55
1323 AC,1323AC,213,142351.59,486633.7
1323 AD,1323AD,213,142329.63,486642.18
1323 AE,1323AE,213,142501.85,486729.59
1323 AG,1323AG,213,142453.56,486666.2
1323 AH,1323AH,213,142379.68,486620.13
1323 AJ,1323AJ,213,142251.75,486663.75
1323 AK,1323AK,213,142390.1,486650.88
1323 AL,1323AL,213,142262.01,486693.78
1323 AM,1323AM,213,142487.65,486588.78
1323 AN,1323AN,213,142459.23,486574.43
1323 AP,1323AP,213,142288.61,486617.18
1323 AR,1323AR,213,142243.31,486550.34
1323 AS,1323AS,213,142304.36,486529.43
1323 AT,1323AT,213,142380.35,486494.9
1323 AV,1323AV,213,142271.58,486482.33
1323 AW,1323AW,213,142113.68,486552.85
1323 BA,1323BA,213,142325.98,486863.32
1323 BB,1323BB,213,142389,486785.12
1323 BD,1323BD,213,142133.32,486594.47
1323 BE,1323BE,213,142064.05,486681.65
1323 BG,1323BG,213,142386.65,486444.5
1323 BH,1323BH,213,142376.67,486398.13
1323 BJ,1323BJ,213,142206.56,486473.89
1323 BK,1323BK,213,142361.85,486355.13
1323 BL,1323BL,213,142252.96,486427.91
1323 BM,1323BM,213,142304.4,486330.26
1323 BN,1323BN,213,142242.13,486396.17
1323 BP,1323BP,213,142180.06,486430.05
1323 BR,1323BR,213,142288.49,486378.97
1323 BS,1323BS,213,142174.84,486381.18
1323 BT,1323BT,213,142294.49,486313.38
1323 BV,1323BV,213,142277.06,486294.02
1323 BX,1323BX,213,142165.62,486354.22
1323 BZ,1323BZ,213,142087.46,486535.64
1323 CA,1323CA,213,142028.84,486447.85
1323 CB,1323CB,213,142034.95,486485.57
1323 CC,1323CC,213,142196.9,486299.01
1323 CD,1323CD,213,142005.16,486380.3
1323 CE,1323CE,213,141906.72,486413.86
1323 CH,1323CH,213,142030.67,486419.5
1323 CJ,1323CJ,213,141971.37,486440.81
1323 CL,1323CL,213,142132.56,486246.44
1323 CM,1323CM,213,142147.22,486289.33
1323 CN,1323CN,213,142114.01,486192.19
1323 CP,1323CP,213,142170.89,486207.23
1323 CR,1323CR,213,142232.37,486228.1
1323 CS,1323CS,213,142157.34,486132.35
1323 CT,1323CT,213,142142.72,486165.82
1323 CV,1323CV,213,142296.54,486220.16
1323 CW,1323CW,213,142256.72,486219.78
1323 CX,1323CX,213,142059.15,486556.7
1323 CZ,1323CZ,213,141935.29,486463.62
1323 DA,1323DA,213,142017.09,486293.6
1323 EB,1323EB,213,142082.14,486403.12
1323 EC,1323EC,213,142122.87,486522.08
1323 EE,1323EE,213,142089.73,486249.27
1323 EG,1323EG,213,142135.49,486383.93
1323 EH,1323EH,213,142190.17,486547.85
1323 EJ,1323EJ,213,142039.96,486126.03
1323 EK,1323EK,213,141899.56,486208.69
1323 EN,1323EN,213,142078.99,486147.04
1323 EP,1323EP,213,141995.83,486223.81
1323 ER,1323ER,213,141914.94,486251.43
1323 ES,1323ES,213,141850.11,486273.56
1323 ET,1323ET,213,141896.06,486342.41
1323 EV,1323EV,213,141997.84,486358.88
1323 EX,1323EX,213,141888.42,486393.23
1323 GA,1323GA,213,141858.38,486297.68
1323 GB,1323GB,213,141943.71,486268.57
1323 GC,1323GC,213,141876.42,486206.74
1323 GE,1323GE,213,141942.89,486165.86
1323 GG,1323GG,213,141859.38,486117.52
1323 GH,1323GH,213,141908.85,486189.22
1323 GJ,1323GJ,213,141828.79,486154.07
1323 GK,1323GK,213,141754.45,486150.8
1323 GL,1323GL,213,141780.7,486227.57
1323 GN,1323GN,213,141806.38,486302.44
1323 GP,1323GP,213,141813.59,486174.41
1323 GR,1323GR,213,141978.8,486105.23
1323 GS,1323GS,213,141878.11,486053.45
1323 GT,1323GT,213,141789.77,486045.9
1323 GV,1323GV,213,141615.94,486115.13
1323 GX,1323GX,213,141962.06,486152.19
1323 HA,1323HA,213,141867.47,486095.96
1323 HB,1323HB,213,141796.68,486090.33
1323 HC,1323HC,213,141625.95,486144.47
1323 HE,1323HE,213,142017.06,486056.34
1323 HG,1323HG,213,141908.58,485994.39
1323 HH,1323HH,213,141752.18,485985.13
1323 HJ,1323HJ,213,141713.83,486035.21
1323 HK,1323HK,213,141986.36,486081.67
1323 HL,1323HL,213,141894.43,486032.69
1323 HN,1323HN,213,141787.63,486021.88
1323 LA,1323LA,213,141637.4,486497.92
1323 LB,1323LB,213,141633.17,486485.52
1323 LC,1323LC,213,141681.02,486441.9
1323 LE,1323LE,213,141676.78,486429.51
1323 LG,1323LG,213,141731.38,486478.93
1323 LH,1323LH,213,141727.33,486467.1
1323 LJ,1323LJ,213,141687.36,486536
1323 LK,1323LK,213,141683.93,486525.95
1323 LP,1323LP,213,141614.49,486574.23
1323 LR,1323LR,213,141682.52,486484.11
1323 MA,1323MA,213,142230.11,486781.57
1323 MB,1323MB,213,142087.54,486745.21
1323 MC,1323MC,213,142219.84,486836.9
1323 MD,1323MD,213,142170.36,486799.19
1323 ME,1323ME,213,142092.58,486787.22
1323 MG,1323MG,213,142235.81,486989.47
1323 MH,1323MH,213,142187.83,486912.82
1323 MJ,1323MJ,213,142106.03,486850.67
1323 MK,1323MK,213,142194.73,486862.82
1323 ML,1323ML,213,142156.23,486835.51
1323 MN,1323MN,213,142130.37,486899.95
